OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,Location,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
10010016,1/5/2010,16:34,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Klaus Advanced Computing Building   153   Z3 - 266 Ferst Drive, NW",Klaus Advanced Computing Building   153   Z3,266,NULL,"Ferst Drive, NW",NULL,NULL,1
10010017,1/5/2010,8:00,1/5/2010,10:00:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAM,Z1,"Love Building - 771 Ferst Drive, NW",Love Building,771,NULL,"Ferst Drive, NW",NULL,NULL,1
10010018,1/5/2010,22:00,1/6/2010,8:11:00,2305,Larceny – Articles from Vehicle,Inactive,NULL,ONCAM,Z1,"Familly Housing Apartments - 251 Tenth Street, NW",Familly Housing Apartments,251,NULL,"Tenth Street, NW",NULL,NULL,1
10010019,1/5/2010,19:00,1/6/2010,8:57:00,5707,Criminal Trespass,Inactive,NULL,ONCAM,Z1,"Family Apartments Parking Deck - 251 Tenth Street, brown level",Family Apartments Parking Deck,251,NULL,Tenth Street,NULL,NULL,1
10010021,1/6/2010,21:23,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"North Avenue Apartments North - 120 North Avenue, NW",North Avenue Apartments North,120,NULL,"North Avenue, NW",NULL,NULL,1
10010022,1/3/2010,18:00,1/6/2010,21:47:00,2404,Theft of Automobile,Inactive,NULL,ONCAM,Z1,"Family Apartments Parking Deck (Purple Level) - 251 Tenth Street, NW",Family Apartments Parking Deck (Purple Level),251,NULL,"Tenth Street, NW",NULL,NULL,1
10010023,1/6/2010,23:02,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z1,"Family Apartments Parking Deck - 251 Tenth Street, NW",Family Apartments Parking Deck,251,NULL,"Tenth Street, NW",NULL,NULL,1
10010024,1/7/2010,0:57,NULL,NULL,3562,Marijuana – Possession of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"North Avenue Apartments North Building - 120 North Avenue, NW, Room 216",North Avenue Apartments North Building,120,NULL,"North Avenue, NW",NULL,NULL,1
10010025,1/7/2010,1:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z1,"Graduate Living Center   52  Z1 - 301 Tenth Street, NW, room 607",Graduate Living Center   52  Z1,301,NULL,"Tenth Street, NW",NULL,NULL,1
10010026,1/7/2010,3:08,1/7/2010,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z4,"Northside Drive, NW @ Tenth Street, NW","Northside Drive, NW @ Tenth Street, NW",NULL,NULL,NULL,NULL,NULL,1
10010029,1/7/2010,20:03,1/7/2010,22:03:00,3562,Marijuana – Possession of,Closed/Cleared,Unfounded,ONCAMRES,Z4,"Eighth Street Apartments - 555 Eighth Street, NW, West Room, 413",Eighth Street Apartments,555,NULL,"Eighth Street, NW",NULL,NULL,1
10010030,1/8/2010,3:00,1/8/2010,3:59:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,NULL,"Nano Technology Z1 - 347 Ferst Drive, NW",Nano Technology Z1,347,NULL,"Ferst Drive, NW",NULL,NULL,1
10010032,1/1/2010,12:00,1/8/2010,15:20:00,2204,Burglary – No Forced Entry – Residence,Closed/Cleared,Unfounded,ONCAMRES,Z2,"North Avenue Apartments North Building - 120 North Avenue, NW, Room 912-D",North Avenue Apartments North Building,120,NULL,"North Avenue, NW",NULL,NULL,1
10010033,1/8/2010,17:30,1/8/2010,18:30:00,2308,Larceny – From Building,Closed/Cleared,Unfounded,ONCAM,Z4,"Campus Recreation Center - 750 Ferst Drive, NW",Campus Recreation Center,750,NULL,"Ferst Drive, NW",NULL,NULL,1
10010034,1/7/2010,22:30,1/8/2010,22:00:00,2304,Larceny – Parts from Vehicle,Inactive,NULL,PUB,Z2,"Bobby Dodd Way, NW b/w Techwood Drive, NW & Williams Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10010035,1/8/2010,22:30,1/8/2010,23:02:00,7399,Miscellaneous Offenses,Closed/Cleared,Unfounded,ONCAMRES,Z4,"Eighth Street Apartments - 555 Eighth Street, NW, West Building",Eighth Street Apartments,555,NULL,"Eighth Street, NW",NULL,NULL,1
10010036,1/9/2010,3:40,1/9/2010,3:40:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z2,"Spring Street, NW @ Abercrombie Place, NW","Spring Street, NW @ Abercrombie Place, NW",NULL,NULL,NULL,NULL,NULL,1
10010037,1/8/2010,21:00,1/8/2010,22:00:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center - 750 Ferst Drive, NW",Campus Recreation Center,750,NULL,"Ferst Drive, NW",NULL,NULL,1
10010038,1/9/2010,19:47,1/9/2010,19:47:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"Hanson Residence Hall   93   Z2 - 109 Bobby Dodd Way, NW, Room 114",Hanson Residence Hall   93   Z2,109,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
10010039,1/9/2010,19:53,1/9/2010,20:50:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"North Avenue Apartments North - 120 North Avenue, NW",North Avenue Apartments North,120,NULL,"North Avenue, NW",NULL,NULL,1
10010040,1/10/2010,22:20,1/10/2010,22:35:00,7399,Miscellaneous Offenses,Closed/Cleared,Unfounded,ONCAMRES,Z2,"North Avenue Apartments North - 120 North Avenue, NW",North Avenue Apartments North,120,NULL,"North Avenue, NW",NULL,NULL,1
10010041,1/10/2010,2:32,1/10/2010,3:35:00,4104,Liquor – Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"North Avenue Apartments Parking Deck - 120 North Avenue, NW",North Avenue Apartments Parking Deck,120,NULL,"North Avenue, NW",NULL,NULL,1
10010042,1/10/2010,4:15,1/10/2010,4:15:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z3,"Pi Kappa Alpha Fraternity   320   Z3 - 260 Ferst Drive, NW",Pi Kappa Alpha Fraternity   320   Z3,260,NULL,"Ferst Drive, NW",NULL,NULL,1
10010043,1/11/2010,0:52,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Bobby Dodd Stadium   17   Z2 - 157 North Avenue, NW",Bobby Dodd Stadium   17   Z2,157,NULL,"North Avenue, NW",NULL,NULL,1
10010044,1/11/2010,3:35,1/11/2010,4:12:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z4,"Northside Drive, NW @ Tenth Street, NW",NULL,NULL,NULL,"Northside Drive, NW @ Tenth Street, NW",NULL,NULL,1
10010045,1/11/2010,4:00,1/11/2010,11:15:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Student Center   104   Z3 - 351 Ferst Drive, NW",Student Center   104   Z3,351,NULL,"Ferst Drive, NW",NULL,NULL,1
10010046,1/11/2010,13:10,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Beringause Building   46   Z1 - 879 Hemphill Avenue, NW",Beringause Building   46   Z1,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
10010048,1/11/2010,13:41,1/11/2010,14:26:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Swann Building   39   Z2 - 613 Cherry Street, NW",Swann Building   39   Z2,613,NULL,"Cherry Street, NW",NULL,NULL,1
10010049,1/7/2010,11:07,1/11/2010,16:00:00,2605,Fraud – Illegal Use of Credit/Financial Transaction Cards,Closed/Cleared,Unfounded,ONCAM,Z2,"Barnes and Noble Bookstore 172 Z2 - 48 Fifth Street, NW",Barnes and Noble Bookstore 172 Z2,48,NULL,"Fifth Street, NW",NULL,NULL,1
10010050,1/11/2010,15:37,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Victim/Witness Refused to Cooperate,ONCAM,Z3,"Love Manufacturing Building   144   Z3 - 771 Ferst Drive, NW",Love Manufacturing Building   144   Z3,771,NULL,"Ferst Drive, NW",NULL,NULL,1
10010051,1/11/2010,18:03,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Smith Residence Hall   6   Z2 - 630 Williams Street, NW, Room 402",Smith Residence Hall   6   Z2,630,NULL,"Williams Street, NW",NULL,NULL,1
10010052,1/11/2010,18:50,1/11/2010,20:08:00,5707,Criminal Trespass,Inactive,NULL,ONCAM,Z3,"Clydeck  Z3 - 391 Ferst Drive, NW",Clydeck  Z3,391,NULL,"Ferst Drive, NW",NULL,NULL,1
10010053,1/11/2010,21:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Unfounded,ONCAMRES,Z2,"Howell Residence Hall   10   Z2 - 640 Williams Street, NW",Howell Residence Hall   10   Z2,640,NULL,"Williams Street, NW",NULL,NULL,1
10010054,1/11/2010,22:05,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Eighth Street Apartments   130   Z4 - 555 Eighth Street, NW",Eighth Street Apartments   130   Z4,555,NULL,"Eighth Street, NW",NULL,NULL,1
10010055,1/12/2010,0:51,1/12/2010,1:11:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Perry/Matheson Residence Hall   92   Z2 - 715 Techwood Drive, NW, room 101",Perry/Matheson Residence Hall   92   Z2,715,NULL,"Techwood Drive, NW",NULL,NULL,1
10010056,1/12/2010,5:45,1/12/2010,6:50:00,2305,Larceny – Articles from Vehicle,Inactive,NULL,PUB,Z2,"Brittain Drive, NW b/w Fourth Street, NW & Bobby Dodd Way, NW","Brittain Drive, NW b/w Fourth Street, NW & Bobby Dodd Way, NW",NULL,NULL,NULL,NULL,NULL,1
10010057,1/12/2010,7:15,1/12/2010,8:10:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Curran Street Parking Deck   139   Z4 - 875 Curran Street, NW",Curran Street Parking Deck   139   Z4,875,NULL,"Curran Street, NW",NULL,NULL,1
10010058,1/11/2010,12:00,1/11/2010,13:00:00,2308,Larceny – From Building,Closed/Cleared,Unfounded,ONCAM,Z1,"Ford Motor Company Env. Science & Tech. 147  Z1 - 311 Ferst Drive, NW",Ford Motor Company Env. Science & Tech. 147  Z1,311,NULL,"Ferst Drive, NW",NULL,NULL,1
10010059,1/12/2010,4:00,1/12/2010,11:44:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Student Health Center   82   Z4 - 740 Ferst Drive, NW",Student Health Center   82   Z4,740,NULL,"Ferst Drive, NW",NULL,NULL,1
10010061,1/12/2010,17:00,1/12/2010,19:00:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center   122   Z4 - 750 Ferst Drive, NW",Campus Recreation Center   122   Z4,750,NULL,"Ferst Drive, NW",NULL,NULL,1
10010062,1/12/2010,7:00,1/12/2010,8:30:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center   122   Z4 - 750 Ferst Drive, NW",Campus Recreation Center   122   Z4,750,NULL,"Ferst Drive, NW",NULL,NULL,1
10010063,1/12/2010,20:29,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z2,"Techwood Drive, NW @ Fourth Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10010064,1/13/2010,0:52,1/13/2010,1:24:00,3562,Marijuana – Possession of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"North Avenue Apartments - 120 North Avenue, NW",North Avenue Apartments,120,NULL,"North Avenue, NW",NULL,NULL,1
10010066,1/13/2010,16:46,1/13/2010,16:46:00,2303,Shoplifting,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"Barnes and Noble Bookstore - 48 Fifth Street, NW",Barnes and Noble Bookstore,48,NULL,"Fifth Street, NW",NULL,NULL,1
10010067,1/13/2010,21:30,1/13/2010,21:40:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,OFFCAM,"Atlantic Drive, NW @ Fourteenth Street, NW",NULL,NULL,NULL,"Atlantic Drive, NW @ Fourteenth Street, NW",NULL,NULL,1
10010068,1/14/2010,9:10,1/14/2010,9:25:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z3,"Cherry Emerson Building   66  Z3 - 310 Ferst Drive, NW, Room  201",NULL,NULL,NULL,NULL,NULL,NULL,1
10010069,1/13/2010,9:30,1/14/2010,9:30:00,5707,Criminal Trespass,Inactive,NULL,ONCAMRES,Z2,"North Avenue Apartments South - 120 North Avenue, NW",North Avenue Apartments South,120,NULL,"North Avenue, NW",NULL,NULL,1
10010071,1/14/2010,12:20,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z4,"Ninth Street, NW @ Hemphill Avenue, NW","Ninth Street, NW @ Hemphill Avenue, NW",NULL,NULL,NULL,NULL,NULL,1
10010072,1/14/2010,14:30,1/14/2010,15:20:00,2902,Damage to Property – Private,Inactive,NULL,PUB,Z4,"McMillan Street, NW b/w Turner Place, NW & Eighth Street, NW - McMillan Street, NW","McMillan Street, NW b/w Turner Place, NW & Eighth Street, NW",NULL,NULL,NULL,NULL,NULL,1
10010073,1/14/2010,13:30,1/14/2010,15:00:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center - 750 Ferst Drive, NW",Campus Recreation Center,750,NULL,"Ferst Drive, NW",NULL,NULL,1
10010074,1/14/2010,12:00,1/14/2010,13:30:00,2308,Larceny – From Building,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"College of Management - 48 Fifth Street, NW",College of Management,48,NULL,"Fifth Street, NW",NULL,NULL,1
10010075,1/6/2010,23:30,1/7/2010,15:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"North Avenue Apartments North Building - 120 North Avenue, NW",North Avenue Apartments North Building,120,NULL,"North Avenue, NW",NULL,NULL,1
10010076,1/15/2010,2:15,1/15/2010,2:38:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"North Avenue Apartments South Building - 120 North Avenue, NW",North Avenue Apartments South Building,120,NULL,"North Avenue, NW",NULL,NULL,1
10010077,1/14/2010,22:30,1/15/2010,2:15:00,2305,Larceny – Articles from Vehicle,Inactive,NULL,ONCAM,Z1,"Research Administration Building Parking Lot - 505 Tenth Street, NW",Research Administration Building Parking Lot,505,NULL,"Tenth Street, Nw",NULL,NULL,1
10010078,1/14/2010,19:00,1/15/2010,6:45:00,5707,Criminal Trespass,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center - 750 Ferst Drive, NW",Campus Recreation Center,750,NULL,"Ferst Drive, NW",NULL,NULL,1
10010079,1/14/2010,19:30,1/15/2010,7:30:00,5707,Criminal Trespass,Inactive,NULL,PUB,Z4,"Turner Place, NW b/w McMillan Street, NW & Curran Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10010080,1/14/2010,11:00,1/15/2010,11:00:00,5707,Criminal Trespass,Inactive,NULL,ONCAM,Z2,Academy of Medicine     Z2 - 875 West Peachtree,Academy of Medicine     Z2,875,NULL,West Peachtree,NULL,NULL,1
10010081,1/11/2010,20:00,1/15/2010,14:35:00,7399,Miscellaneous Offenses,Inactive,NULL,ONCAMRES,Z4,"Eighth Street Apartments   130   Z4 - 555 Eighth Street, NW, South",Eighth Street Apartments   130   Z4,555,NULL,"Eighth Street, NW",NULL,NULL,1
10010082,1/15/2010,14:30,1/15/2010,18:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"College of Computing   50   Z3 - 801 Atlantic Drive, NW",College of Computing   50   Z3,801,NULL,"Atlantic Drive, NW",NULL,NULL,1
10010083,1/15/2010,21:09,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z4,"Tenth Street, NW and Hemphill Avenue, NW","Tenth Street, NW and Hemphill Avenue, NW",NULL,NULL,NULL,NULL,NULL,1
10010084,1/16/2010,4:00,1/16/2010,4:10:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Fulmer Residence Hall   106   Z4 - 871 McMillan Street, NW",Fulmer Residence Hall   106   Z4,871,NULL,"McMillan Street, NW",NULL,NULL,1
10010085,1/16/2010,2:39,1/16/2010,2:51:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,NONCAM,Z1,"511 Calhoun Street, NW",NULL,511,NULL,"Calhoun Street, NW",NULL,NULL,1
10010086,1/16/2010,19:11,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Glenn Residence Hall   16   Z2 - 118 Bobby Dodd Way, NW, room # 246",Glenn Residence Hall   16   Z2,118,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
10010087,1/16/2010,20:00,1/16/2010,20:30:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Maulding Residence Hall (Sixth St. Apts.)  65  Z4 - 501 Sixth Street, NW",Maulding Residence Hall (Sixth St. Apts.)  65  Z4,501,NULL,"Sixth Street, NW",NULL,NULL,1
10010088,1/16/2010,19:15,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,NONCAM,Z1,"1077 Center Street, NW",NULL,1077,NULL,"Center Street, NW",NULL,NULL,1
10010089,1/16/2010,19:45,1/16/2010,20:08:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Fourth Street Apartments (Stein House)   134  Z2 - 733 Techwood Drive, NW",Fourth Street Apartments (Stein House)   134  Z2,733,NULL,"Techwood Drive, NW",NULL,NULL,1
10010090,1/16/2010,21:02,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"Georgia Tech Hotel & Conference Center   171  Z2 - 800 Spring Street, NW",Georgia Tech Hotel & Conference Center   171  Z2,800,NULL,"Spring Street, NW",NULL,NULL,1
10010091,1/17/2010,4:42,NULL,NULL,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Northside Drive, NW @ Fourteenth Street, NW  Z4","Northside Drive, NW @ Fourteenth Street, NW  Z4",NULL,NULL,NULL,NULL,NULL,1
10010092,1/17/2010,5:15,NULL,NULL,4199,Liquor Law Violation Offense Free Text,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,"Maulding Residence Hall (Sixth St. Apts.)  65  Z4 - 501, Room 405",Maulding Residence Hall (Sixth St. Apts.)  65  Z4,501,NULL,NULL,NULL,NULL,1
10010094,1/17/2010,19:33,1/17/2010,19:54:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"610 Spring Street, NW",NULL,610,NULL,"Spring Street, NW",NULL,NULL,1
10010095,1/18/2010,2:37,1/18/2010,6:34:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,PUB,OFFCAM,"Third Street, NW b/w West Peachtree Street, NW and Spring Street, NW","Third Street, NW b/w West Peachtree Street, NW and Spring Street, NW",NULL,NULL,NULL,NULL,NULL,1
10010096,1/18/2010,3:06,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z1,"State Street, NW @ Fourteenth Street, NW","State Street, NW @ Fourteenth Street, NW",NULL,NULL,NULL,NULL,NULL,1
10010097,1/18/2010,7:52,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Beringause Building   46   Z1 - 879 Hemphill Avenue, NW",Beringause Building   46   Z1,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
10010098,1/18/2010,12:09,1/18/2010,12:58:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ McAfee Street, NW","North Avenue, NW @ McAfee Street, NW",NULL,NULL,NULL,NULL,NULL,1
10010098,1/18/2010,12:09,1/18/2010,12:58:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ McAfee Street, NW","North Avenue, NW @ McAfee Street, NW",NULL,NULL,NULL,NULL,NULL,1
10010099,1/15/2010,16:00,1/16/2010,23:00:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAM,Z2,"Smith Residence Hall   6   Z2 - 630 Williams Street, NW",Smith Residence Hall   6   Z2,630,NULL,"Williams Street, NW",NULL,NULL,1
10010100,1/18/2010,15:20,1/18/2010,15:30:00,2308,Larceny – From Building,Closed/Cleared,Cleared by Arrest,ONCAM,Z3,"Love Building - 771 Ferst Drive, NW",Love Building,771,NULL,"Ferst Drive, NW",NULL,NULL,1
10010101,1/18/2010,18:10,1/18/2010,18:34:00,7399,Miscellaneous Offenses,Closed/Cleared,Unfounded,ONCAM,Z2,"Rich Building   51C - 258 Fourth Street, NW",Rich Building   51C,258,NULL,"Fourth Street, NW",NULL,NULL,1
10010103,1/19/2010,1:50,1/19/2010,3:30:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Unfounded,PUB,Z1,"Tenth Street, NW @ Fowler Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10010104,1/19/2010,0:30,1/19/2010,7:00:00,2308,Larceny – From Building,Closed/Cleared,Cleared by Arrest,ONCAMRES,Z4,"Hemphill Avenue Apartments   131   Z4 - 900 Hemphill Avenue, NW, room 303",Hemphill Avenue Apartments   131   Z4,900,NULL,"Hemphill Avenue, NW",NULL,NULL,1
10010105,1/16/2010,22:30,1/17/2010,7:00:00,2308,Larceny – From Building,Inactive,NULL,NONCAM,Z3,"Alpha Tau Omega Fraternity   302   Z3 - 205 Fourth Street, NW",Alpha Tau Omega Fraternity   302   Z3,205,NULL,"Fourth Street, NW",NULL,NULL,1
10010107,1/19/2010,18:22,1/19/2010,18:55:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Cherry Street, NW","North Avenue, NW @ Cherry Street, NW",NULL,NULL,NULL,NULL,NULL,1
10010108,1/19/2010,17:00,1/20/2010,0:30:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Beringause Building   46   Z1 - 879 Hemphill Avenue, NW",Beringause Building   46   Z1,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
10010109,1/20/2010,2:20,1/20/2010,2:25:00,2399,Larceny Offense Free Text,Inactive,NULL,PUB,Z4,"Hemphill Avenue, NW @ Eighth Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10010110,1/20/2010,8:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Van Leer Electrical Engineering Building   85  Z3 - 777 Atlantic Drive, NW",Van Leer Electrical Engineering Building   85  Z3,777,NULL,"Atlantic Drive, NW",NULL,NULL,1
10010111,1/20/2010,8:25,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"756 West Peachtree Street, NW",NULL,756,NULL,"West Peachtree Street, NW",NULL,NULL,1
10010112,1/19/2010,19:57,NULL,NULL,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z2,"Georgia Tech Parking &  Transportation Department - 828 West Peachtree Street, NW",Georgia Tech Parking &  Transportation Department,828,NULL,"West Peachtree Street, NW",NULL,NULL,1
10010113,1/19/2010,13:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z1,"Fowler Street, NW b/w Fifth Street, NW & Sixth Street, NW","Fowler Street, NW b/w Fifth Street, NW & Sixth Street, NW",NULL,NULL,NULL,NULL,NULL,1
10010114,1/21/2010,8:30,1/21/2010,8:55:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Howey Physics Building   81   Z3 - 800 Atlantic Drive, NW",Howey Physics Building   81   Z3,800,NULL,"Atlantic Drive, NW",NULL,NULL,1
10010115,1/20/2010,22:00,1/21/2010,12:30:00,2305,Larceny – Articles from Vehicle,Inactive,NULL,ONCAM,Z3,"Boggs Building Lot (North) - 760 State Street, NW",Boggs Building Lot (North),760,NULL,"State Street, NW",NULL,NULL,1
