OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,Location,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
10020342,2/20/2010,15:00,2/20/2010,17:00:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAM,Z3,"Sustainable Research Building   145   Z3 - 788 Atlantic Drive, NW",Sustainable Research Building   145   Z3,788,NULL,"Atlantic Drive, NW",NULL,NULL,1
10020343,2/20/2010,17:15,2/20/2010,18:27:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Folk Residence Hall - 531 Turner Place, NW, Room 403",Folk Residence Hall,531,NULL,"Turner Place, NW",NULL,NULL,1
10020344,2/20/2010,18:29,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Hopkins Residence Hall   94   Z2 - 115 Bobby Dodd Way, NW, Room 317",Hopkins Residence Hall   94   Z2,115,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
10020345,2/20/2010,21:08,2/20/2010,21:50:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Fourth Street Apartments North (Stein House)   134  Z2 - 733 Techwood Drive, NW",Fourth Street Apartments North (Stein House)   134  Z2,733,NULL,"Techwood Drive, NW",NULL,NULL,1
10020346,2/21/2010,5:00,2/21/2010,11:28:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,NULL,"Armstrong Residence Hall   108   Z4 - 498 Eighth Street, NW",Armstrong Residence Hall   108   Z4,498,NULL,"Eighth Street, NW",NULL,NULL,1
10020347,2/19/2010,17:30,2/22/2010,7:15:00,2404,Theft of Automobile,Closed/Cleared,Unfounded,ONCAM,Z1,"400 Block Ninth Street, NW","400 Block Ninth Street, NW",NULL,NULL,NULL,NULL,NULL,1
10020349,2/22/2010,8:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,PUB,OFFCAM,"75 South at exit 252 (Northside Drive, NW)",NULL,NULL,NULL,"75 South at exit 252 (Northside Drive, NW)",NULL,NULL,2
10020350,2/21/2010,22:30,2/21/2010,22:40:00,1399,Assault/Battery Offense Free Text,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"Towers Residence Hall   15   Z2 - 112 Bobby Dodd Way, NW, Room 237",Towers Residence Hall   15   Z2,112,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
10020351,2/19/2010,13:30,2/22/2010,10:30:00,5707,Criminal Trespass,Closed/Cleared,Victim/Witness Refused to Cooperate,ONCAM,Z2,"Fourth Street Apartments (Stein House) A Building - 733 Techwood Drive, NW, Room 310A",Fourth Street Apartments (Stein House) A Building,733,NULL,"Techwood Drive, NW",NULL,NULL,1
10020352,2/22/2010,15:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Bunger-Henry Building - 778 Atlantic Drive, NW, Room 433-H",Bunger-Henry Building,778,NULL,"Atlantic Drive, NW",NULL,NULL,1
10020353,2/22/2010,15:30,2/22/2010,16:13:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Institute of Paper Science & Technology #1 129 Z4 - 500 Tenth Street, NW",Institute of Paper Science & Technology #1 129 Z4,500,NULL,"Tenth Street, NW",NULL,NULL,1
10020354,2/22/2010,15:58,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Petit Microelectronics Research Ctr. (MIRC) 95  Z3 - 791 Atlantic Drive, NW, room 44",Petit Microelectronics Research Ctr. (MIRC) 95  Z3,791,NULL,"Atlantic Drive, NW",NULL,NULL,1
10020355,2/22/2010,15:45,2/22/2010,16:45:00,2305,Larceny – Articles from Vehicle,Closed/Cleared,Victim/Witness Refused to Cooperate,PUB,Z2,"Fowler Street, NW, b/w Bobby Dodd Way, NW & Fourth Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10020356,2/22/2010,10:00,2/22/2010,18:00:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAM,Z3,"Klaus Advanced Computing Building   153   Z3 - 266 Ferst Drive, NW",Klaus Advanced Computing Building   153   Z3,266,NULL,"Ferst Drive, NW",NULL,NULL,1
10020357,2/15/2010,7:00,2/22/2010,20:50:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Beringause Building   46   Z1 - 879 Hemphill Avenue, NW",Beringause Building   46   Z1,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
10020358,2/23/2010,10:17,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z3,"Howey Physics Building   81   Z3 - 800 Atlantic Drive, NW",Howey Physics Building   81   Z3,800,NULL,"Atlantic Drive, NW",NULL,NULL,1
10020359,2/12/2010,11:00,2/18/2010,12:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,NULL,"Familly Apartments, Bulding A   180   Z1 - 251 Tenth Street, NW","Familly Apartments, Bulding A   180   Z1",251,NULL,"Tenth Street, NW",NULL,NULL,1
10020360,2/20/2010,19:00,2/20/2010,20:30:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Ferst Theater - 394 Ferst Drive, NW",Ferst Theater,394,NULL,"Ferst Drive, NW",NULL,NULL,1
10020361,2/23/2010,17:05,NULL,NULL,2303,Shoplifting,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"Barnes and Noble Bookstore 172 Z2 - 48 Fifth Street, NW",Barnes and Noble Bookstore 172 Z2,48,NULL,"Fifth Street, NW",NULL,NULL,1
10020362,2/24/2010,1:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z1,"Familly Apartments   180   Z1 - 251 Tenth Street, NW, Apartment E-305",Familly Apartments   180   Z1,251,NULL,"Tenth Street, NW",NULL,NULL,1
10020363,2/24/2010,10:30,NULL,NULL,5707,Criminal Trespass,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"North Avenue Apartments South - 120 North Avenue,  NW, room 612",North Avenue Apartments South,120,NULL,"North Avenue,  NW",NULL,NULL,1
10020364,2/18/2010,19:00,2/23/2010,19:00:00,2204,Burglary – No Forced Entry – Residence,Inactive,NULL,ONCAMRES,Z2,"North Avenue Apartments - 120 North Avenue, NW, Apartment 902",North Avenue Apartments,120,NULL,"North Avenue, NW",NULL,NULL,1
10020365,2/24/2010,20:31,2/24/2010,21:40:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Techwood Drive, NW @ Bobby Dodd Way, NW","Techwood Drive, NW @ Bobby Dodd Way, NW",NULL,NULL,NULL,NULL,NULL,1
10020366,2/25/2010,2:39,2/25/2010,5:00:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Spring Street, NW @ Tenth Street, NW",NULL,NULL,NULL,"Spring Street, NW @ Tenth Street, NW",NULL,NULL,1
10020367,2/25/2010,2:36,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Bobby Dodd Stadium   17   Z2 - 157 North Avenue, NW",Bobby Dodd Stadium   17   Z2,157,NULL,"North Avenue, NW",NULL,NULL,1
10020369,2/25/2010,11:09,NULL,NULL,2303,Shoplifting,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"Barnes and Noble Bookstore - 48 Fifth Street, NW",Barnes and Noble Bookstore,48,NULL,"Fifth Street, NW",NULL,NULL,1
10020370,2/25/2010,13:35,NULL,NULL,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z3,"Manufacturing Research Center (MARC)   126  Z3 - 813 Ferst Drive, NW, Lab 227",Manufacturing Research Center (MARC)   126  Z3,813,NULL,"Ferst Drive, NW",NULL,NULL,1
10020371,2/15/2010,7:00,2/15/2010,17:00:00,2308,Larceny – From Building,Inactive,NULL,ONCAMRES,Z4,"Maulding Residence Hall (Sixth St. Apts.)  65  Z4 - 501 Sixth Street, NW",Maulding Residence Hall (Sixth St. Apts.)  65  Z4,501,NULL,"Sixth Street, NW",NULL,NULL,1
10020372,2/25/2010,19:45,2/25/2010,20:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Caldwell Residence Hall - 521 Turner Place, NW",Caldwell Residence Hall,521,NULL,"Turner Place, NW",NULL,NULL,1
10020373,2/25/2010,23:20,2/26/2010,0:40:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Bobby Dodd Stadium   17   Z2 - 157 North Avenue, NW",Bobby Dodd Stadium   17   Z2,157,NULL,"North Avenue, NW",NULL,NULL,1
10020374,2/25/2010,14:00,2/26/2010,6:00:00,7399,Miscellaneous Offenses,Further Investigation,NULL,ONCAM,Z2,"College of Management 172 Z2 - 800 W Peachtree Street, NW",College of Management 172 Z2,800,W,"Peachtree Street, NW",NULL,NULL,1
10020375,2/26/2010,9:05,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Technology Square Parking Deck 174  Z2 - 770 Spring Street, NW",Technology Square Parking Deck 174  Z2,770,NULL,"Spring Street, NW",NULL,NULL,1
10020376,2/26/2010,12:50,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Brittain Dining Hall   12   Z2 - 649 Techwood Drive, NW",Brittain Dining Hall   12   Z2,649,NULL,"Techwood Drive, NW",NULL,NULL,1
10020377,2/26/2010,11:39,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Bunger-Henry Building   86  Z3 - 778 Atlantic Drive, NW, Room 433-H",Bunger-Henry Building   86  Z3,778,NULL,"Atlantic Drive, NW",NULL,NULL,1
10020378,2/26/2010,8:55,2/26/2010,10:15:00,2204,Burglary – No Forced Entry – Residence,Inactive,NULL,ONCAMRES,Z1,"Familly Apartments   180   Z1 - 251 Tenth Street, NW",Familly Apartments   180   Z1,251,NULL,"Tenth Street, NW",NULL,NULL,1
10020379,2/26/2010,10:14,2/26/2010,15:00:00,2305,Larceny – Articles from Vehicle,Closed/Cleared,Victim/Witness Refused to Cooperate,ONCAM,Z2,"Burge Parking Deck   9   Z2 - 200 North Avenue, NW",Burge Parking Deck   9   Z2,200,NULL,"North Avenue, NW",NULL,NULL,1
10020380,2/26/2010,18:15,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z1,"Familly Apartments   180   Z1 - 251 Tenth Street, NW, Apartment C309",Familly Apartments   180   Z1,251,NULL,"Tenth Street, NW",NULL,NULL,1
10020381,2/27/2010,0:25,2/27/2010,0:50:00,1313,Simple Assault/Battery,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"Georgia Tech Hotel & Conference Center   171  Z2 - 800 Spring Street, NW",Georgia Tech Hotel & Conference Center   171  Z2,800,NULL,"Spring Street, NW",NULL,NULL,1
10020382,2/27/2010,3:24,2/27/2010,3:24:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Tenth Street, NW @ Williams Street, NW","Tenth Street, NW @ Williams Street, NW",NULL,NULL,NULL,NULL,NULL,1
10020383,2/27/2010,4:14,2/27/2010,4:45:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"North Avenue Apartments South Deck - 120 North Avenue, NW",North Avenue Apartments South Deck,120,NULL,"North Avenue, NW",NULL,NULL,1
10020384,2/27/2010,1:30,2/27/2010,2:00:00,1316,Terroristic Threats/Intimidation,Inactive,NULL,ONCAMRES,Z3,"Pi Kappa Alpha Fraternity   320   Z3 - 260 Fifth Street, NW",Pi Kappa Alpha Fraternity   320   Z3,260,NULL,"Fifth Street, NW",NULL,NULL,1
10020385,2/27/2010,22:54,2/27/2010,23:59:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z2,"North Avenue, NW @ I-75 - Overpass","North Avenue, NW @ I-75",NULL,NULL,NULL,NULL,NULL,1
10020386,2/28/2010,1:38,2/28/2010,2:00:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,"Eighth Street Apartments West   130   Z4 - 555 Eighth Street, NW, room 402",Eighth Street Apartments West   130   Z4,555,NULL,"Eighth Street, NW",NULL,NULL,1
10020387,2/28/2010,2:30,2/28/2010,3:08:00,5707,Criminal Trespass,Closed/Cleared,NULL,ONCAMRES,Z2,"North Avenue Apartments - 120 North Avenue, NW",North Avenue Apartments,120,NULL,"North Avenue, NW",NULL,NULL,1
10030390,3/1/2010,23:40,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,NONCAM,Z2,"BP Gas Station - 610 Spring Street, NW",BP Gas Station,610,NULL,"Spring Street, NW",NULL,NULL,1
10030391,3/1/2010,7:00,NULL,NULL,2901,Damage to Property – Business,Inactive,NULL,ONCAM,Z2,"Coon Building   45   Z2 - 654 Cherry Street, NW",Coon Building   45   Z2,654,NULL,"Cherry Street, NW",NULL,NULL,1
10030392,2/27/2010,17:00,2/28/2010,9:00:00,2901,Damage to Property – Business,Inactive,NULL,ONCAM,Z2,"828 West Peachtree Street, NW",NULL,828,NULL,"West Peachtree Street, NW",NULL,NULL,1
10030393,3/1/2010,7:58,3/1/2010,8:21:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z4,"Hemphill Avenue, NW @ Eighth Street, NW","Hemphill Avenue, NW @ Eighth Street, NW",NULL,NULL,NULL,NULL,NULL,1
10030394,3/1/2010,8:26,3/1/2010,8:40:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z1,"151 Eighth Street, NW",NULL,151,NULL,"Eighth Street, NW",NULL,NULL,1
10030395,3/1/2010,8:48,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Bunger-Henry Building   86  Z3 - 778 Atlantic Drive, NW, Room 433-H",Bunger-Henry Building   86  Z3,778,NULL,"Atlantic Drive, NW",NULL,NULL,1
10030396,2/21/2010,21:30,NULL,NULL,2308,Larceny – From Building,Inactive,NULL,ONCAMRES,Z2,"North Avenue Apartments South - 120 North Avenue, NW",North Avenue Apartments South,120,NULL,"North Avenue, NW",NULL,NULL,1
10030397,3/1/2010,8:55,3/1/2010,10:53:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Bunger-Henry Building   86  Z3 - 778 Atlantic Drive, NW, lab 389",Bunger-Henry Building   86  Z3,778,NULL,"Atlantic Drive, NW",NULL,NULL,1
10030398,3/1/2010,14:47,3/1/2010,15:32:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Student Services Building   123   Z3 - 353 Ferst Drive, NW",Student Services Building   123   Z3,353,NULL,"Ferst Drive, NW",NULL,NULL,1
10030399,3/1/2010,16:43,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Love Manufacturing Building   144   Z3 Room 312 - 771 Ferst Drive, NW",Love Manufacturing Building   144   Z3 Room 312,771,NULL,"Ferst Drive, NW",NULL,NULL,1
10030400,2/27/2010,2:00,2/27/2010,4:00:00,1199,Sexual Assault Offense Free Text,Inactive,NULL,NONCAM,NULL,"Alpha Tau Omega Fraternity House - 205 Fourth Street, NW",Alpha Tau Omega Fraternity House,205,NULL,"Fourth Street, NW",NULL,NULL,1
10030401,3/1/2010,8:01,3/1/2010,21:40:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,Z4,"Student Health Services - 740 Ferst Drive, NW",Student Health Services,740,NULL,"Ferst Drive, NW",NULL,NULL,1
10030402,3/2/2010,6:24,3/2/2010,6:48:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"Smith/Brown Parking Lot - 625 Techwood Drive, NW",Smith/Brown Parking Lot,625,NULL,"Techwood Drive, NW",NULL,NULL,1
10030403,2/28/2010,8:15,3/1/2010,8:30:00,2308,Larceny – From Building,Closed/Cleared,Unfounded,ONCAMRES,Z4,"Undergraduate Living Center  64   Z4 - 580 Turner Place, NW",Undergraduate Living Center  64   Z4,580,NULL,"Turner Place, NW",NULL,NULL,1
10030404,2/28/2010,18:30,3/2/2010,16:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Campus Recreation Center   122   Z4 - 750 Ferst Drive, NW",Campus Recreation Center   122   Z4,750,NULL,"Ferst Drive, NW",NULL,NULL,1
10030405,3/2/2010,16:54,3/2/2010,17:30:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,"North Avenue, NW @ Spring Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10030406,3/2/2010,18:00,3/2/2010,18:30:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,"North Avenue, NW @ Fowler Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10030407,3/2/2010,16:00,3/2/2010,20:42:00,5707,Criminal Trespass,Inactive,NULL,ONCAM,Z3,"Howey Physics Building parking lot  81   Z3 - 800 Atlantic Drive, NW",Howey Physics Building parking lot  81   Z3,800,NULL,"Atlantic Drive, NW",NULL,NULL,1
10030408,3/2/2010,23:16,3/3/2010,2:20:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,Z4,"Northside Drive, NW @ Ethel Street,NW",NULL,NULL,NULL,"Northside Drive, NW @ Ethel Street,NW",NULL,NULL,1
10030409,3/3/2010,2:00,3/3/2010,2:22:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"Techwood Drive, NW @ Bobby Dodd Way, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10030410,3/1/2010,7:50,3/3/2010,7:50:00,5707,Criminal Trespass,Inactive,NULL,ONCAMRES,Z2,"Hopkins Residence Hall - 115 Bobby Dodd Way, NW",Hopkins Residence Hall,115,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
10030411,3/3/2010,8:26,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Visitor Information CenterParking  Lot - 355 Ferst Drive, NW",Visitor Information CenterParking  Lot,355,NULL,"Ferst Drive, NW",NULL,NULL,1
10030412,3/3/2010,8:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Southern Regional Education Board 125  Z4 - 592 Tenth Street, NW",Southern Regional Education Board 125  Z4,592,NULL,"Tenth Street, NW",NULL,NULL,1
10030413,2/27/2010,1:50,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Phi Kappa Sigma Fraternity   316  Z2 - 783 Techwood Drive, NW",Phi Kappa Sigma Fraternity   316  Z2,783,NULL,"Techwood Drive, NW",NULL,NULL,1
10030414,3/3/2010,13:00,3/3/2010,14:00:00,2317,Larceny – Bicycle,Closed/Cleared,Unfounded,ONCAM,Z2,"Library - 704 Cherry Street, NW",Library,704,NULL,"Cherry Street, NW",NULL,NULL,1
10030415,2/27/2010,4:00,2/27/2010,10:00:00,2308,Larceny – From Building,Inactive,NULL,NONCAM,NULL,"Beta Theta Pi Fraternity   303   Z2 - 764 Fowler Street, NW",Beta Theta Pi Fraternity   303   Z2,764,NULL,"Fowler Street, NW",NULL,NULL,1
10030416,3/3/2010,6:20,3/3/2010,15:40:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAM,Z2,"Lyman Hall   29A   Z2 - 221 Uncle Heinie Way, NW",Lyman Hall   29A   Z2,221,NULL,"Uncle Heinie Way, NW",NULL,NULL,1
10030417,3/3/2010,16:41,3/3/2010,16:46:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Williams Street, NW","North Avenue, NW @ Williams Street, NW",NULL,NULL,NULL,NULL,NULL,1
10030418,3/3/2010,21:26,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,OFFCAM,"Tenth Street, NW @ Fowler Street, NW","Tenth Street, NW @ Fowler Street, NW",NULL,NULL,NULL,NULL,NULL,1
10030419,3/4/2010,16:05,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Student Health Center   82   Z4 - 740 Ferst Drive, NW",Student Health Center   82   Z4,740,NULL,"Ferst Drive, NW",NULL,NULL,1
10030421,3/4/2010,19:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Unfounded,ONCAMRES,Z2,"Glenn Residence Hall   16   Z2 - 118 Bobby Dodd Way, NW, lobby area",Glenn Residence Hall   16   Z2,118,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
10030422,3/4/2010,15:30,3/4/2010,17:30:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z3,"Student Center   104   Z3 - 351 Ferst Drive, NW",Student Center   104   Z3,351,NULL,"Ferst Drive, NW",NULL,NULL,1
10030423,3/4/2010,21:44,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Unfounded,ONCAMRES,Z2,"North Avenue Apartments West - 120 North Avenue, NW",North Avenue Apartments West,120,NULL,"North Avenue, NW",NULL,NULL,1
10030424,3/4/2010,22:46,3/4/2010,23:26:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,PUB,Z2,"Cherry Street, NW @ North Avenue, NW","Cherry Street, NW @ North Avenue, NW",NULL,NULL,NULL,NULL,NULL,1
10030425,3/5/2010,1:22,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Bobby Dodd Stadium   17   Z2 - 157 North Avenue, NW",Bobby Dodd Stadium   17   Z2,157,NULL,"North Avenue, NW",NULL,NULL,1
10030426,3/5/2010,8:40,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Spring Street, NW @ Third Street, NW","Spring Street, NW @ Third Street, NW",NULL,NULL,NULL,NULL,NULL,1
10030427,3/5/2010,11:05,3/5/2010,11:20:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z4,"Northside Drive, NW @ Donald L Hollowell, NW","Northside Drive, NW @ Donald L Hollowell, NW",NULL,NULL,NULL,NULL,NULL,1
10030428,3/5/2010,11:52,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Library   77   Z2 - 704 Cherry Street, NW",Library   77   Z2,704,NULL,"Cherry Street, NW",NULL,NULL,1
10030429,3/5/2010,17:25,3/5/2010,17:30:00,2204,Burglary – No Forced Entry – Residence,Inactive,NULL,ONCAMRES,Z2,"Howell Residence Hall   10   Z2 - 640 Williams Street, NW, Room 315",Howell Residence Hall   10   Z2,640,NULL,"Williams Street, NW",NULL,NULL,1
10030430,3/5/2010,20:42,3/5/2010,20:55:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Techwood Drive, NW @ Fourth Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10030432,3/6/2010,3:05,3/6/2010,3:05:00,7399,Miscellaneous Offenses,Closed/Cleared,Extradition Declined,ONCAM,Z1,"Chandler Stadium - 255 Ferst Drive, NW",Chandler Stadium,255,NULL,"Ferst Drive, NW",NULL,NULL,1
10030433,3/6/2010,2:30,3/6/2010,3:37:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z4,"Eighth Street, NW @ McMillan Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10030434,3/6/2010,5:43,3/6/2010,5:43:00,1316,Terroristic Threats/Intimidation,Closed/Cleared,Cleared by Arrest,ONCAMRES,Z2,"North Avenue Apartments West - 120 North Avenue, NW, Room 408",North Avenue Apartments West,120,NULL,"North Avenue, NW",NULL,NULL,1
10030435,3/6/2010,15:39,3/6/2010,16:10:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Campus Recreation Center   122   Z4 - 750 Ferst Drive, NW",Campus Recreation Center   122   Z4,750,NULL,"Ferst Drive, NW",NULL,NULL,1
10030436,3/6/2010,19:54,3/6/2010,22:50:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Tenth Street, NW @ Spring Street, NW",NULL,NULL,NULL,"Tenth Street, NW @ Spring Street, NW",NULL,NULL,1
10030438,3/7/2010,0:34,3/7/2010,1:18:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Tech Parkway, NW","North Avenue, NW @ Tech Parkway, NW",NULL,NULL,NULL,NULL,NULL,1
10030439,3/7/2010,16:37,3/7/2010,17:14:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Fowler Street, NW @ Tenth Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10030440,3/7/2010,20:14,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Fifth Street, NW @ Spring Street, NW","Fifth Street, NW @ Spring Street, NW",NULL,NULL,NULL,NULL,NULL,1
10030441,3/8/2010,22:42,3/8/2010,23:10:00,3562,Marijuana – Possession of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"Glenn Residence Hall - 118 Bobby Dodd Way, NW, Room 143",Glenn Residence Hall,118,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
10030442,3/8/2010,2:49,3/8/2010,4:10:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Tenth Street, NW @ State Street, NW",NULL,NULL,NULL,"Tenth Street, NW @ State Street, NW",NULL,NULL,1
10030443,3/8/2010,4:35,3/8/2010,5:40:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Spring Street, NW",NULL,NULL,NULL,"North Avenue, NW @ Spring Street, NW",NULL,NULL,1
10030444,3/6/2010,12:00,3/8/2010,8:00:00,5309,Harassing Communication,Inactive,NULL,ONCAMRES,Z4,"Hemphill Avenue Apartments   131   Z4 - 900 Hemphill Avenue, NW, Room 202",Hemphill Avenue Apartments   131   Z4,900,NULL,"Hemphill Avenue, NW",NULL,NULL,1
10030445,3/8/2010,12:18,NULL,NULL,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"600 Mechanical Engineering Drive, NW",NULL,600,NULL,"Mechanical Engineering Drive, NW",NULL,NULL,1
10030446,3/5/2010,16:00,3/8/2010,8:30:00,5707,Criminal Trespass,Inactive,NULL,ONCAMRES,Z4,"Maulding Residence Hall - 501 Sixth Street, NW",Maulding Residence Hall,501,NULL,"Sixth Street, NW",NULL,NULL,1
10030447,3/6/2010,15:00,3/8/2010,13:50:00,5707,Criminal Trespass,Inactive,NULL,ONCAMRES,Z2,"North Avenue Apartments North - 120 North Avenue,NW",North Avenue Apartments North,120,NULL,"North Avenue,NW",NULL,NULL,1
10030448,3/8/2010,16:20,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Student Health Center   82   Z4 - 740 Ferst Drive, NW",Student Health Center   82   Z4,740,NULL,"Ferst Drive, NW",NULL,NULL,1
10030449,3/8/2010,21:10,3/8/2010,21:20:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center   122   Z4 - 750 Ferst Drive, NW",Campus Recreation Center   122   Z4,750,NULL,"Ferst Drive, NW",NULL,NULL,1
