OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,Location,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
11030601,3/16/2011,21:50,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z1,"Center Street Apartments - 939 Hemphill Avenue, NW, Activity Room",Center Street Apartments,939,NULL,"Hemphill Avenue, NW",NULL,NULL,1
11030602,3/17/2011,1:30,3/17/2011,1:45:00,1316,Terroristic Threats/Intimidation,Closed/Cleared,Prosecution Declined,ONCAM,Z4,"Sixth Street, NW &  McMillan Street, NW","Sixth Street, NW &  McMillan Street, NW",NULL,NULL,NULL,NULL,NULL,1
11030603,3/17/2011,3:58,3/17/2011,4:36:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z4,"North Avenue, NW at Strong Street, NW",NULL,NULL,NULL,"North Avenue, NW at Strong Street, NW",NULL,NULL,1
11030604,3/17/2011,12:14,3/17/2011,13:15:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"School of Industrial & Systems Eng. - 755 Ferst Drive, NW, ISYE",School of Industrial & Systems Eng.,755,NULL,"Ferst Drive, NW",NULL,NULL,1
11030606,3/17/2011,13:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"CULC Construction Site - 266 Fourth Street, NW",CULC Construction Site,266,NULL,"Fourth Street, NW",NULL,NULL,1
11030607,3/10/2011,8:00,3/11/2011,8:30:00,2308,Larceny – From Building,Inactive,NULL,ONCAMRES,Z4,"Undergraduate Living Center - 580 Turner Place, NW, West Building Second Floor",Undergraduate Living Center,580,NULL,"Turner Place, NW",NULL,NULL,1
11030608,3/17/2011,19:25,3/17/2011,20:00:00,3562,Marijuana – Possession of,Closed/Cleared,Unfounded,ONCAM,Z2,"Howell Residence Hall - 640 Williams Street, NW",Howell Residence Hall,640,NULL,"Williams Street, NW",NULL,NULL,1
11030610,3/18/2011,2:29,3/18/2011,2:33:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,OFFCAM,"256 Pine Street, NW, Sidewalk",NULL,256,NULL,"Pine Street, NW",NULL,NULL,1
11030611,3/18/2011,2:45,3/18/2011,3:47:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAMRES,Z2,"Alpha Delta Chi Sorority - 162 Fourth Street, NW",Alpha Delta Chi Sorority,162,NULL,"Fourth Street, NW",NULL,NULL,1
11030612,3/18/2011,3:46,3/18/2011,4:25:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,Gugenheim Building - 245 North Avenue,Gugenheim Building,245,NULL,North Avenue,NULL,NULL,1
11030613,3/18/2011,5:33,3/18/2011,6:07:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Folk Residence Hall - 531 Turner Place, NW",Folk Residence Hall,531,NULL,"Turner Place, NW",NULL,NULL,1
11030614,3/18/2011,10:26,3/18/2011,11:15:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,NONCAM,Z4,"Northside Drive, NW and Marietta Street, NW",NULL,NULL,NULL,"Northside Drive, NW and Marietta Street, NW",NULL,NULL,1
11030617,3/15/2011,12:00,3/18/2011,18:00:00,5707,Criminal Trespass,Closed/Cleared,NULL,ONCAMRES,Z2,"Delta Sigma Phi Fraternity - 165 Fourth Street, NW",Delta Sigma Phi Fraternity,165,NULL,"Fourth Street, NW",NULL,NULL,1
11030618,3/18/2011,22:25,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,NONCAM,OFFCAM,"Williams Street, NW and North Avenue, NW","Williams Street, NW and North Avenue, NW",NULL,NULL,NULL,NULL,NULL,1
11030619,3/18/2011,23:20,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,"Tech Parkway, NW @ Northside Drive, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
11030620,3/19/2011,2:21,NULL,NULL,5314,Loitering Violation,Closed/Cleared,Prosecution Declined,ONCAM,Z1,"Alexander Memorial Coliseum - 985 Fowler Street, NW",Alexander Memorial Coliseum,985,NULL,"Fowler Street, NW",NULL,NULL,1
11030621,3/19/2011,5:46,3/19/2011,6:10:00,5314,Loitering Violation,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"Sigma Nu Fraternity House - 750 Fowler Street, NW",Sigma Nu Fraternity House,750,NULL,"Fowler Street, NW",NULL,NULL,1
11030622,3/18/2011,15:00,3/19/2011,6:50:00,5707,Criminal Trespass,Inactive,NULL,ONCAM,Z1,"Tech Square Parking Deck - 770 Spring Street,NW",Tech Square Parking Deck,770,NULL,"Spring Street,NW",NULL,NULL,1
11030623,3/18/2011,20:30,3/19/2011,8:30:00,5707,Criminal Trespass,Inactive,NULL,ONCAM,Z2,"Peters Parking Deck - 749 Fowler Street, NW",Peters Parking Deck,749,NULL,"Fowler Street, NW",NULL,NULL,1
11030624,3/18/2011,10:30,3/19/2011,11:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Fourth Street, NW @ Research Drive, NW -  ( Construction Zone )","Fourth Street, NW @ Research Drive, NW",NULL,NULL,NULL,NULL,NULL,1
11030625,3/18/2011,12:15,3/18/2011,12:45:00,2399,Larceny Offense Free Text,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"Student Center - 351 Ferst Drive, NW",Student Center,351,NULL,"Ferst Drive, NW",NULL,NULL,1
11030627,3/19/2011,14:15,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Griffin Track - 930 Fowler Street, NW",Griffin Track,930,NULL,"Fowler Street, NW",NULL,NULL,1
11030628,3/19/2011,14:40,3/19/2011,16:00:00,4802,Obstructing Officer/Criminal Investigation,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"Harrison Residence Hall - 660 Williams Street, NW",Harrison Residence Hall,660,NULL,"Williams Street, NW",NULL,NULL,1
11030629,3/18/2011,17:00,3/19/2011,5:30:00,2308,Larceny – From Building,Inactive,NULL,NONCAM,Z2,"Alpha Epsilon Pi Fraternity - 714 Techwood Drive, NW",Alpha Epsilon Pi Fraternity,714,NULL,"Techwood Drive, NW",NULL,NULL,1
11030630,3/19/2011,20:15,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,"Tech Parkway, NW @ Northside Drive, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
11030631,3/19/2011,21:46,3/19/2011,22:04:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,NONCAM,Z4,"642 Northside Drive, NW",NULL,642,NULL,"Northside Drive, NW",NULL,NULL,1
11030632,3/19/2011,22:30,3/20/2011,0:00:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z3,"Student Center - 351 Ferst Drive, NW",Student Center,351,NULL,"Ferst Drive, NW",NULL,NULL,1
11030633,3/20/2011,0:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"North Avenue, NW @ Centennial Olympic Park Drive, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
11030634,3/20/2011,6:00,3/20/2011,6:30:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,700 Block of Techwood Drive NW,NULL,700,NULL,Block of Techwood Drive NW,NULL,NULL,1
11030635,3/20/2011,4:00,3/20/2011,9:10:00,7399,Miscellaneous Offenses,Further Investigation,NULL,ONCAMRES,NULL,"Eighth Street Apartments - 555 Eighth Street, NW, Room 316",Eighth Street Apartments,555,NULL,"Eighth Street, NW",NULL,NULL,1
11030636,3/20/2011,14:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,NULL,"Student Center - 351 Ferst Drive, NW",Student Center,351,NULL,"Ferst Drive, NW",NULL,NULL,1
11030637,3/20/2011,17:52,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,ONCAM,Z1,"Ferst Drive, NW @ Atlantic Drive, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
11030638,3/20/2011,22:04,3/20/2011,23:10:00,2205,Burglary – No Forced Entry –NonResidence,Closed/Cleared,Cleared by Arrest,NONCAM,OFFCAM,"Roosevelt House Demolition Site - 582 Centennial Olympic Park Drive, NW",Roosevelt House Demolition Site,582,NULL,"Centennial Olympic Park Drive, NW",NULL,NULL,1
11030639,3/18/2011,15:00,3/21/2011,8:15:00,5707,Criminal Trespass,Further Investigation,NULL,ONCAMRES,Z1,"Graduate Living Center - 301 Tenth Street NW, Elevators #1 & #2",Graduate Living Center,301,NULL,Tenth Street NW,NULL,NULL,1
11030640,3/18/2011,16:30,3/21/2011,8:30:00,5707,Criminal Trespass,Inactive,NULL,ONCAMRES,Z4,"Maulding Residence Hall (Sixth St. Apts.)  65  Z4 - 501 Sixth Street NW, 1st floor",Maulding Residence Hall (Sixth St. Apts.)  65  Z4,501,NULL,Sixth Street NW,NULL,NULL,1
11030641,3/21/2011,17:10,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"North Avenue, NW and Techwood Drive, NW","North Avenue, NW and Techwood Drive, NW",NULL,NULL,NULL,NULL,NULL,1
11030642,3/21/2011,20:45,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Eighth Street, NW and West Peachtree Street, NW","Eighth Street, NW and West Peachtree Street, NW",NULL,NULL,NULL,NULL,NULL,1
11030643,3/21/2011,22:30,3/22/2011,7:30:00,2305,Larceny – Articles from Vehicle,Inactive,NULL,ONCAM,Z3,"Curran Street Parking Deck - 875 Curran Street, NW, Second Level, north end",Curran Street Parking Deck,875,NULL,"Curran Street, NW",NULL,NULL,1
11030645,3/22/2011,14:08,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Tech Parkway, NW","North Avenue, NW @ Tech Parkway, NW",NULL,NULL,NULL,NULL,NULL,1
11030646,3/22/2011,15:42,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Fifth Street, NW and Spring Street, NW","Fifth Street, NW and Spring Street, NW",NULL,NULL,NULL,NULL,NULL,1
11030647,3/22/2011,19:45,3/22/2011,20:00:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center - 750 Ferst Drive, NW",Campus Recreation Center,750,NULL,"Ferst Drive, NW",NULL,NULL,1
11030648,3/20/2011,21:00,3/23/2011,0:00:00,2305,Larceny – Articles from Vehicle,Inactive,NULL,PUB,Z4,"Curran Street Parking Deck - 875 Curran Street, NW",Curran Street Parking Deck,875,NULL,"Curran Street, NW",NULL,NULL,1
11030649,3/23/2011,1:30,NULL,NULL,5707,Criminal Trespass,Inactive,NULL,ONCAM,Z1,"Ferst Drive, NW @ Cherry Street, NW","Ferst Drive, NW @ Cherry Street, NW",NULL,NULL,NULL,NULL,NULL,1
11030650,3/23/2011,3:45,3/23/2011,3:45:00,3562,Marijuana – Possession of,Closed/Cleared,Cleared by Arrest,PUB,Z4,"Northside Drive, NW & Marietta Street, NW","Northside Drive, NW & Marietta Street, NW",NULL,NULL,NULL,NULL,NULL,1
11030651,3/23/2011,12:15,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Williams Street, NW @ North Avneue, NW","Williams Street, NW @ North Avneue, NW",NULL,NULL,NULL,NULL,NULL,1
11030652,3/23/2011,16:05,3/23/2011,16:30:00,7399,Miscellaneous Offenses,Further Investigation,NULL,NONCAM,Z4,"Northside Drive, NW @ Marietta Street, NW",NULL,NULL,NULL,"Northside Drive, NW @ Marietta Street, NW",NULL,NULL,1
11030653,3/23/2011,15:50,3/23/2011,16:30:00,2902,Damage to Property – Private,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center Parking Deck - 750 Ferst Drive, NW",Campus Recreation Center Parking Deck,750,NULL,"Ferst Drive, NW",NULL,NULL,1
11030654,3/18/2011,18:00,3/22/2011,12:00:00,2305,Larceny – Articles from Vehicle,Inactive,NULL,ONCAM,Z4,"Curran Street Parking Deck - 875 Curran Street, NW",Curran Street Parking Deck,875,NULL,"Curran Street, NW",NULL,NULL,1
11030655,3/23/2011,20:10,3/23/2011,20:10:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"North Avenue, NW and Cherry Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
11030656,3/23/2011,20:58,3/23/2011,21:37:00,2314,Larceny – Of Government Property,Closed/Cleared,Cleared by Arrest,NONCAM,OFFCAM,582 Centennial Olympic Park Drive NW (Roosevelt House Construction Site),NULL,NULL,NULL,NULL,NULL,NULL,1
11030657,3/23/2011,16:00,NULL,NULL,2902,Damage to Property – Private,Closed/Cleared,NULL,ONCAM,Z1,"Advanced Technology Center North - 430 Tenth Street, NW",Advanced Technology Center North,430,NULL,"Tenth Street, NW",NULL,NULL,1
11030658,3/23/2011,2:00,3/23/2011,2:10:00,2304,Larceny – Parts from Vehicle,Further Investigation,NULL,NONCAM,Z2,"Phi Kappa Sigma Fraternity - 783 Techwood Drive, NW",Phi Kappa Sigma Fraternity,783,NULL,"Techwood Drive, NW",NULL,NULL,1
11030659,3/24/2011,12:50,3/24/2011,19:58:00,2902,Damage to Property – Private,Further Investigation,NULL,ONCAM,Z1,"Beringause Building - 879 Hemphill Avenue, NW",Beringause Building,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
11030660,3/22/2011,13:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Beringause Building - 879 Hemphill Avenue, NW",Beringause Building,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
11030661,2/11/2011,12:00,3/25/2011,10:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Library - 704 Cherry Street, NW",Library,704,NULL,"Cherry Street, NW",NULL,NULL,1
11030662,3/25/2011,23:07,3/25/2011,23:21:00,4104,Liquor – Possession Of,Closed/Cleared,Prosecution Declined,PUB,Z1,"Fowler Street, NW @ Sixth Street, NW","Fowler Street, NW @ Sixth Street, NW",NULL,NULL,NULL,NULL,NULL,1
11030663,3/26/2011,1:19,3/26/2011,2:15:00,5006,Obstructing Justice,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"Bobby Dodd Stadium - 157 North Avenue, NW",Bobby Dodd Stadium,157,NULL,"North Avenue, NW",NULL,NULL,1
11030664,3/26/2011,10:13,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,NONCAM,Z4,"Northside Drive, NW and Tenth Street, NW","Northside Drive, NW and Tenth Street, NW",NULL,NULL,NULL,NULL,NULL,1
11030665,3/26/2011,16:02,3/26/2011,16:25:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z2,"North Avenue, NW @ Williams Street, NW","North Avenue, NW @ Williams Street, NW",NULL,NULL,NULL,NULL,NULL,1
11030666,3/17/2011,16:00,3/26/2011,16:00:00,5707,Criminal Trespass,Inactive,NULL,PUB,Z4,"Sixth Street, NW and Ferst Drive, NW","Sixth Street, NW and Ferst Drive, NW",NULL,NULL,NULL,NULL,NULL,1
11030667,3/19/2011,11:00,3/26/2011,18:45:00,2304,Larceny – Parts from Vehicle,Inactive,NULL,ONCAMRES,Z2,"Alpha Delta Pi Sorority - 729 Brittain Drive, NW, Rear Parking Lot",Alpha Delta Pi Sorority,729,NULL,"Brittain Drive, NW",NULL,NULL,1
11030668,3/19/2011,8:00,3/26/2011,19:00:00,2902,Damage to Property – Private,Inactive,NULL,PUB,Z1,"Zeta Tau Alpha Sorority - 189 Fifth Street, NW, North facing parking lot",Zeta Tau Alpha Sorority,189,NULL,"Fifth Street, NW",NULL,NULL,1
11030669,3/26/2011,20:45,3/26/2011,21:45:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center - 750 Ferst Drive, NW",Campus Recreation Center,750,NULL,"Ferst Drive, NW",NULL,NULL,1
11030670,3/26/2011,20:40,3/26/2011,21:45:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center - 750 Ferst Drive, NW",Campus Recreation Center,750,NULL,"Ferst Drive, NW",NULL,NULL,1
11030671,3/26/2011,21:15,3/26/2011,21:45:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center - 750 Ferst Drive, NW",Campus Recreation Center,750,NULL,"Ferst Drive, NW",NULL,NULL,1
11030672,3/26/2011,20:45,3/26/2011,21:45:00,2308,Larceny – From Building,Closed/Cleared,Unfounded,ONCAM,Z4,"Campus Recreation Center - 750 Ferst Drive, NW",Campus Recreation Center,750,NULL,"Ferst Drive, NW",NULL,NULL,1
11030673,3/18/2011,19:00,3/27/2011,7:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Beringause Building - 879 Hemphill Avenue, NW",Beringause Building,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
11030675,3/27/2011,22:11,3/27/2011,23:09:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,NONCAM,Z4,"North Avenue, NW at Northyards Blvd, NW","North Avenue, NW at Northyards Blvd, NW",NULL,NULL,NULL,NULL,NULL,1
11030676,3/28/2011,2:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Eighth Street Apartments   130   Z4 - 555 Eighth Street NW, West Room #118",Eighth Street Apartments   130   Z4,555,NULL,Eighth Street NW,NULL,NULL,1
11030677,3/28/2011,10:30,3/28/2011,11:15:00,2902,Damage to Property – Private,Closed/Cleared,NULL,ONCAM,Z3,"State Street Visitors Parking Lot - Ferst Drive, NW @ State Street, NW",State Street Visitors Parking Lot,NULL,NULL,"Ferst Drive, NW @ State Street, NW",NULL,NULL,1
11030678,3/28/2011,13:48,NULL,NULL,4802,Obstructing Officer/Criminal Investigation,Closed/Cleared,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Williams Street, NW","North Avenue, NW @ Williams Street, NW",NULL,NULL,NULL,NULL,NULL,1
11030679,3/28/2011,15:06,3/28/2011,15:06:00,7399,Miscellaneous Offenses,Further Investigation,NULL,ONCAM,Z2,"828 West Peachtree Street, NW",NULL,828,NULL,"West Peachtree Street, NW",NULL,NULL,1
11030680,3/28/2011,11:45,3/28/2011,16:30:00,7399,Miscellaneous Offenses,Further Investigation,NULL,ONCAM,Z4,"College of Management - 800 West Peachtree Street, NW",College of Management,800,NULL,"West Peachtree Street, NW",NULL,NULL,1
11030681,3/28/2011,16:30,3/28/2011,18:15:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Student Center - 351 Ferst Drive, NW",Student Center,351,NULL,"Ferst Drive, NW",NULL,NULL,1
11030682,3/19/2011,2:00,3/19/2011,11:00:00,2308,Larceny – From Building,Inactive,NULL,NONCAM,Z2,"Alpha Epsilon Pi Fraternity - 714 Techwood Drive, NW",Alpha Epsilon Pi Fraternity,714,NULL,"Techwood Drive, NW",NULL,NULL,1
11030683,3/29/2011,22:30,3/29/2011,23:00:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z2,"Library East Building - 704 Cherry Street, NW",Library East Building,704,NULL,"Cherry Street, NW",NULL,NULL,1
11030684,3/29/2011,9:35,3/29/2011,10:16:00,7399,Miscellaneous Offenses,Further Investigation,NULL,ONCAM,Z1,"Tenth Street, NW @ State Street, NW","Tenth Street, NW @ State Street, NW",NULL,NULL,NULL,NULL,NULL,1
11030685,3/29/2011,13:15,NULL,NULL,3562,Marijuana – Possession of,Closed/Cleared,Cleared by Arrest,NONCLERY,Z4,"689 Eleventh Street, NW",NULL,689,NULL,"Eleventh Street, NW",NULL,NULL,1
11030686,3/29/2011,3:00,3/29/2011,12:00:00,2305,Larceny – Articles from Vehicle,Inactive,NULL,ONCAM,Z4,"Curran Street Parking Deck - 875 Curran Street, NW",Curran Street Parking Deck,875,NULL,"Curran Street, NW",NULL,NULL,1
11030687,3/29/2011,23:30,3/29/2011,23:50:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z3,"Student Center - 351 Ferst Drive, NW",Student Center,351,NULL,"Ferst Drive, NW",NULL,NULL,1
11030688,3/29/2011,20:00,3/30/2011,0:01:00,2902,Damage to Property – Private,Inactive,NULL,ONCAM,Z1,"North Campus Parking Deck - 352 Peachtree Place, NW,  Section G",North Campus Parking Deck,352,NULL,"Peachtree Place, NW",NULL,NULL,1
11030690,3/30/2011,3:39,NULL,NULL,2204,Burglary – No Forced Entry – Residence,Closed/Cleared,Cleared by Arrest,NONCAM,Z3,"Delta Tau Delta Fraternity - 227 Fourth Street, NW",Delta Tau Delta Fraternity,227,NULL,"Fourth Street, NW",NULL,NULL,1
11030691,3/30/2011,7:44,3/30/2011,8:26:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Fitten Residence Hall - 855 McMillan Street, NW",Fitten Residence Hall,855,NULL,"McMillan Street, NW",NULL,NULL,1
11030692,3/30/2011,0:40,3/30/2011,7:51:00,2204,Burglary – No Forced Entry – Residence,Inactive,NULL,ONCAMRES,Z2,"Cloudman Residence Hall - 661 Techwood Drive, NW, Room 206",Cloudman Residence Hall,661,NULL,"Techwood Drive, NW",NULL,NULL,1
11030693,3/30/2011,9:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Student Health Center - 740 Ferst Drive, NW",Student Health Center,740,NULL,"Ferst Drive, NW",NULL,NULL,1
11030694,3/30/2011,1:00,3/30/2011,9:30:00,2204,Burglary – No Forced Entry – Residence,Inactive,NULL,ONCAMRES,Z2,"Glenn Residence Hall   16   Z2 - 118 Bobby Dodd Way NW, Room 341",Glenn Residence Hall   16   Z2,118,NULL,Bobby Dodd Way NW,NULL,NULL,1
11030695,3/30/2011,14:15,NULL,NULL,2605,Fraud – Illegal Use of Credit/Financial Transaction Cards,Closed/Cleared,Victim/Witness Refused to Cooperate,NONCAM,Z1,"Beringause Building - 879 Hemphill Avenue, NW",Beringause Building,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
11030696,3/30/2011,14:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z4,"Northside Drive, NW and Tenth Street, NW","Northside Drive, NW and Tenth Street, NW",NULL,NULL,NULL,NULL,NULL,1
11030697,3/29/2011,11:00,3/30/2011,7:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Caldwell Residence Hall - 521 Turner Place, NW, Rm. 304",Caldwell Residence Hall,521,NULL,"Turner Place, NW",NULL,NULL,1
11030698,3/20/2011,13:45,3/20/2011,14:00:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z3,Ferst Center for the Arts - 349 Ferst Drive NW,Ferst Center for the Arts,349,NULL,Ferst Drive NW,NULL,NULL,1
11030699,3/30/2011,20:11,3/30/2011,21:22:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"College of Management - 800 West Peachtree Street, NW",College of Management,800,NULL,"West Peachtree Street, NW",NULL,NULL,1
11030700,3/30/2011,21:30,3/30/2011,21:30:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Techwood Drive, NW & Fifth Street, NW","Techwood Drive, NW & Fifth Street, NW",NULL,NULL,NULL,NULL,NULL,1
11030701,3/30/2011,20:44,3/30/2011,20:46:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z1,"Familly Apartments - 251 Tenth Street, NW, Building A",Familly Apartments,251,NULL,"Tenth Street, NW",NULL,NULL,1
11030702,3/30/2011,22:30,3/30/2011,22:30:00,1316,Terroristic Threats/Intimidation,Closed/Cleared,Prosecution Declined,ONCAM,Z1,"Ford Motor Company Env. Science & Technology Building - 311 Ferst Drive , NW",Ford Motor Company Env. Science & Technology Building,311,NULL,"Ferst Drive , NW",NULL,NULL,1
11030703,3/30/2011,23:50,3/31/2011,0:00:00,7399,Miscellaneous Offenses,Closed/Cleared,Unfounded,ONCAMRES,Z2,"Towers Residence Hall - 112 Bobby Dodd Way, NW, 2nd floor",Towers Residence Hall,112,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
11030704,3/31/2011,0:17,3/31/2011,0:17:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Molecular Science Building - 901 Atlantic Drive, NW",Molecular Science Building,901,NULL,"Atlantic Drive, NW",NULL,NULL,1
11030705,3/31/2011,1:58,3/31/2011,2:17:00,4104,Liquor – Possession Of,Closed/Cleared,Prosecution Declined,PUB,Z2,"North Avenue Apartments - 120 North Avenue, NW, Emergency Call Box",North Avenue Apartments,120,NULL,"North Avenue, NW",NULL,NULL,1
11030706,3/22/2011,10:00,3/23/2011,10:15:00,5707,Criminal Trespass,Further Investigation,NULL,ONCAMRES,Z4,"Woodruff Residence Hall - 870 Curran Street, NW, North",Woodruff Residence Hall,870,NULL,"Curran Street, NW",NULL,NULL,1
11030707,3/31/2011,12:04,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Cherry Street, NW and North Avenue, NW","Cherry Street, NW and North Avenue, NW",NULL,NULL,NULL,NULL,NULL,1
11030708,3/18/2011,9:30,NULL,NULL,5707,Criminal Trespass,Inactive,NULL,ONCAM,Z2,"Weber Building  (SST 1) - 281 Ferst Drive, NW",Weber Building  (SST 1),281,NULL,"Ferst Drive, NW",NULL,NULL,1
11030709,3/31/2011,20:35,3/31/2011,21:00:00,5707,Criminal Trespass,Inactive,NULL,ONCAM,Z2,"North Avenue Apartments - 120 North Avenue, NW",North Avenue Apartments,120,NULL,"North Avenue, NW",NULL,NULL,1
11030710,3/31/2011,18:35,3/31/2011,19:05:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center - 750 Ferst Drive, NW",Campus Recreation Center,750,NULL,"Ferst Drive, NW",NULL,NULL,1
11040712,3/31/2011,23:30,4/1/2011,1:40:00,1315,Aggravated Assault/Battery – Other Weapon,Closed/Cleared,Cleared by Arrest,ONCAMRES,Z2,"North Avenue Apartments - 120 North Avenue, NW, North Building",North Avenue Apartments,120,NULL,"North Avenue, NW",NULL,NULL,1
11040713,4/1/2011,7:00,4/1/2011,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Georgia Tech Police Department - 879 Hemphill Avenue, NW",Georgia Tech Police Department,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
11040714,4/1/2011,4:48,4/1/2011,5:41:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Beringause Building - 879 Hemphill Avenue, NW",Beringause Building,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
11040715,4/1/2011,8:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Glenn Residence Hall - 118 Bobby Dodd Way, NW, Room 304",Glenn Residence Hall,118,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
11040716,4/1/2011,7:40,4/1/2011,8:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Beringause Building - 879 Hemphill Avenue, NW",Beringause Building,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
