OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,Location,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
11020314,2/16/2011,18:06,2/16/2011,18:06:00,7399,Miscellaneous Offenses,Inactive,NULL,PUB,Z1,"555 Fourteenth Street, Stinger bus Lot",NULL,555,NULL,Fourteenth Street,NULL,NULL,1
11020315,2/16/2011,11:55,2/16/2011,12:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,NULL,Weber School of Applied Physiology - 281 NW Fers,Weber School of Applied Physiology,281,NW,Fers,NULL,NULL,1
11020316,2/17/2011,0:13,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,Technology Square Parking Deck - 770 Spring Street NW,Technology Square Parking Deck,770,NULL,Spring Street NW,NULL,NULL,1
11020317,2/17/2011,0:54,2/17/2011,1:06:00,4104,Liquor – Possession Of,Closed/Cleared,Prosecution Declined,PUB,Z1,"Fowler Street, NW @ Ferst Drive, NW","Fowler Street, NW @ Ferst Drive, NW",NULL,NULL,NULL,NULL,NULL,1
11020318,2/17/2011,1:10,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,NULL,"Spring Street, NW @ Ponce Deleon, NW","Spring Street, NW @ Ponce Deleon, NW",NULL,NULL,NULL,NULL,NULL,1
11020319,2/16/2011,10:17,2/16/2011,10:34:00,7399,Miscellaneous Offenses,Closed/Cleared,Unfounded,ONCAM,NULL,"Peter's Parking Deck - 749 Fowler Street, NW",Peter's Parking Deck,749,NULL,"Fowler Street, NW",NULL,NULL,1
11020320,2/16/2011,16:00,2/17/2011,8:00:00,2314,Larceny – Of Government Property,Inactive,NULL,ONCAM,Z3,College of Architecture - 245 Fourth Street NW,College of Architecture,245,NULL,Fourth Street NW,NULL,NULL,1
11020321,2/17/2011,14:38,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,ONCAM,NULL,"North Avenue, NW and Fowler Street, NW",NULL,NULL,NULL,"North Avenue, NW and Fowler Street, NW",NULL,NULL,1
11020322,2/11/2011,22:00,2/12/2011,2:00:00,2308,Larceny – From Building,Inactive,NULL,NONCAM,NULL,"Sigma Nu - 750 Fowler Street,NW",Sigma Nu,750,NULL,"Fowler Street,NW",NULL,NULL,1
11020323,2/17/2011,16:20,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,NONCAM,Z1,"Tenth Street, NW and Techwood Drive, NW - 75/85 on ramp","Tenth Street, NW and Techwood Drive, NW",NULL,NULL,NULL,NULL,NULL,1
11020324,2/17/2011,15:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,Manufacturing Rel. Disc. Complex (MRDC)   135  Z3 - 801 Ferst Drive NW,Manufacturing Rel. Disc. Complex (MRDC)   135  Z3,801,NULL,Ferst Drive NW,NULL,NULL,1
11020325,2/17/2011,17:15,2/17/2011,18:18:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Smith Residence Hall - 630 Williams Street, NW",Smith Residence Hall,630,NULL,"Williams Street, NW",NULL,NULL,1
11020326,2/17/2011,19:48,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z1,"Georgia Tech Parking Impound Lot - 879 Hemphill Avenue, NW",Georgia Tech Parking Impound Lot,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
11020327,2/18/2011,1:00,2/18/2011,1:02:00,5707,Criminal Trespass,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"Alumni/Faculty House East Lot - 190 North Avenue, NW, Lower lot",Alumni/Faculty House East Lot,190,NULL,"North Avenue, NW",NULL,NULL,1
11020328,2/18/2011,1:59,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,"Fourteenth Street, NW @ Hemphill Avenue,NW","Fourteenth Street, NW @ Hemphill Avenue,NW",NULL,NULL,NULL,NULL,NULL,1
11020329,2/18/2011,5:00,2/18/2011,5:50:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z2,"Technology Square Bldg - 85 Fifth Street, Waffle House",Technology Square Bldg,85,NULL,Fifth Street,NULL,NULL,1
11020330,2/4/2011,14:00,2/18/2011,13:40:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAMRES,Z1,"Center Street Apartments South - 939 Hemphill Avenue, NW, Room 102",Center Street Apartments South,939,NULL,"Hemphill Avenue, NW",NULL,NULL,1
11020331,2/18/2011,13:58,2/18/2011,14:39:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Tenth Street, NW @ Curran Street, NW",NULL,NULL,NULL,"Tenth Street, NW @ Curran Street, NW",NULL,NULL,1
11020332,2/17/2011,17:00,2/18/2011,15:12:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAMRES,Z2,"Harris Residence Hall - 633 Techwood Drive, NW",Harris Residence Hall,633,NULL,"Techwood Drive, NW",NULL,NULL,1
11020333,2/18/2011,15:41,2/18/2011,16:55:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Williams Street, NW @ Fifth Street, NW",NULL,NULL,NULL,"Williams Street, NW @ Fifth Street, NW",NULL,NULL,1
11020334,2/18/2011,13:50,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"North Avenue, NW and State Street, NW","North Avenue, NW and State Street, NW",NULL,NULL,NULL,NULL,NULL,1
11020335,2/11/2011,8:00,2/14/2011,20:00:00,2317,Larceny – Bicycle,Further Investigation,NULL,ONCAMRES,Z2,"Smith Residence Hall - 630 Williams Street, NW, Bicycle Rack",Smith Residence Hall,630,NULL,"Williams Street, NW",NULL,NULL,1
11020336,2/18/2011,20:00,NULL,NULL,7399,Miscellaneous Offenses,Further Investigation,NULL,ONCAMRES,Z2,"Glen Residence Hall - 118 Bobby Dodd Way,NW",Glen Residence Hall,118,NULL,"Bobby Dodd Way,NW",NULL,NULL,1
11020337,2/18/2011,21:30,2/18/2011,21:45:00,7399,Miscellaneous Offenses,Closed/Cleared,Extradition Declined,ONCAM,Z3,"Ferst Center for the Arts - 349 Ferst Drive, NW",Ferst Center for the Arts,349,NULL,"Ferst Drive, NW",NULL,NULL,1
11020338,2/18/2011,23:01,2/18/2011,23:24:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,"Tenth Street, NW @ State Street, NW","Tenth Street, NW @ State Street, NW",NULL,NULL,NULL,NULL,NULL,1
11020339,2/18/2011,23:44,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,"Tenth Street, NW @ Holly Street, NW","Tenth Street, NW @ Holly Street, NW",NULL,NULL,NULL,NULL,NULL,1
11020340,2/19/2011,0:46,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,NONCAM,Z2,"North Avenue, NW and Spring Street, NW","North Avenue, NW and Spring Street, NW",NULL,NULL,NULL,NULL,NULL,1
11020341,2/19/2011,2:55,2/19/2011,3:30:00,7399,Miscellaneous Offenses,Further Investigation,NULL,ONCAMRES,Z4,"Undergraduate Living Center - 580 Turner Place, NW",Undergraduate Living Center,580,NULL,"Turner Place, NW",NULL,NULL,1
11020342,2/19/2011,4:00,2/19/2011,4:00:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,NONCAM,OFFCAM,"Calhoun Street, NW @ Tumlin Street, NW","Calhoun Street, NW @ Tumlin Street, NW",NULL,NULL,NULL,NULL,NULL,1
11020344,2/19/2011,4:30,NULL,NULL,3562,Marijuana – Possession of,Closed/Cleared,Cleared by Arrest,ONCAMRES,Z2,"Hopkins Residence Hall - 711 Techwood Drive, NW",Hopkins Residence Hall,711,NULL,"Techwood Drive, NW",NULL,NULL,1
11020345,2/19/2011,9:42,2/19/2011,10:03:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z3,"Ferst Drive, NW @ Fowler Street, NW",NULL,NULL,NULL,"Ferst Drive, NW @ Fowler Street, NW",NULL,NULL,1
11020346,2/19/2011,15:10,2/19/2011,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"Ferst Drive, NW @ Cherry Street, NW","Ferst Drive, NW @ Cherry Street, NW",NULL,NULL,NULL,NULL,NULL,1
11020347,2/19/2011,17:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,ONCAM,Z3,"353 Ferst Drive, NW","353 Ferst Drive, NW",NULL,NULL,NULL,NULL,NULL,1
11020348,2/19/2011,3:40,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"Hopkins Residence Hall - 711 Techwood Drive, NW, room 217",Hopkins Residence Hall,711,NULL,"Techwood Drive, NW",NULL,NULL,1
11020349,2/19/2011,18:45,2/19/2011,21:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,NULL,"Health Sciences Building - 828 West Peachtree Street,  NW",Health Sciences Building,828,NULL,"West Peachtree Street,  NW",NULL,NULL,1
11020350,2/18/2011,18:00,2/19/2011,22:35:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAMRES,Z4,"Fulmer Residence Hall - 871 McMillan Street, NW,  room 302",Fulmer Residence Hall,871,NULL,"McMillan Street, NW",NULL,NULL,1
11020351,2/14/2011,23:00,2/20/2011,1:00:00,1313,Simple Assault/Battery,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,"Undergraduate Living Center - 580 Turner Place, NW",Undergraduate Living Center,580,NULL,"Turner Place, NW",NULL,NULL,1
11020352,2/20/2011,0:01,2/20/2011,0:27:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Crecine Residence Hall - 900 Hemphill Avenue, NW",Crecine Residence Hall,900,NULL,"Hemphill Avenue, NW",NULL,NULL,1
11020353,2/20/2011,3:42,NULL,NULL,5314,Loitering Violation,Closed/Cleared,Extradition Declined,ONCAM,Z2,"Bobby Dodd Stadium - 155 North Avenue, NW",Bobby Dodd Stadium,155,NULL,"North Avenue, NW",NULL,NULL,1
11020354,2/20/2011,7:05,2/20/2011,7:26:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,"Undergraduate Living Center - 580 Turner Place, NW",Undergraduate Living Center,580,NULL,"Turner Place, NW",NULL,NULL,1
11020355,2/20/2011,7:33,2/20/2011,7:52:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"120 North Avenue, NW, Bus Turnaround",NULL,120,NULL,"North Avenue, NW",NULL,NULL,1
11020356,2/20/2011,11:19,2/20/2011,12:15:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Fifth Street, NW @ Williams Street, NW","Fifth Street, NW @ Williams Street, NW",NULL,NULL,NULL,NULL,NULL,1
11020357,2/20/2011,15:46,2/20/2011,16:26:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Tenth Street, NW @ Techwood Drive, NW","Tenth Street, NW @ Techwood Drive, NW",NULL,NULL,NULL,NULL,NULL,1
11020358,2/20/2011,16:25,2/20/2011,16:31:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"Ferst Drive, NW and Cherry Street, NW",NULL,NULL,NULL,"Ferst Drive, NW and Cherry Street, NW",NULL,NULL,1
11020359,2/20/2011,8:42,2/20/2011,8:50:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,NONCAM,OFFCAM,"Atlantic Drive, NW @ Hunnerkoff Street, NW","Atlantic Drive, NW @ Hunnerkoff Street, NW",NULL,NULL,NULL,NULL,NULL,1
11020360,2/21/2011,12:04,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,"Fourteenth Street, NW @ Center Street, NW","Fourteenth Street, NW @ Center Street, NW",NULL,NULL,NULL,NULL,NULL,1
11020361,2/21/2011,6:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"Beringause Building - 879 Hemphill Avenue, NW",Beringause Building,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
11020362,2/21/2011,9:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Ferst Center for the Arts - 349 Ferst Drive, NW",Ferst Center for the Arts,349,NULL,"Ferst Drive, NW",NULL,NULL,1
11020363,2/21/2011,10:25,NULL,NULL,4199,Liquor Law Violation Offense Free Text,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"Smith Residence Hall - 630 Williams Street, NW",Smith Residence Hall,630,NULL,"Williams Street, NW",NULL,NULL,1
11020364,2/19/2011,14:00,2/19/2011,16:00:00,2404,Theft of Automobile,Closed/Cleared,Unfounded,ONCAM,Z2,Ferst Drive at Cherry Street - near J.S. Coon Building,Ferst Drive at Cherry Street,NULL,NULL,NULL,NULL,NULL,1
11020365,2/21/2011,15:20,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Beringause Building - 879 Hemphill Avenue, NW, Communications Center",Beringause Building,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
11020366,2/21/2011,15:00,2/21/2011,16:30:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAM,Z1,"College of Management - 800 West Peachtree Street, NW, courtyard",College of Management,800,NULL,"West Peachtree Street, NW",NULL,NULL,1
11020367,2/21/2011,17:00,NULL,NULL,3699,Sex Offense Free Text,Inactive,NULL,PUB,Z4,"Eighth Street, NW @ McMillan Street, NW","Eighth Street, NW @ McMillan Street, NW",NULL,NULL,NULL,NULL,NULL,1
11020368,2/21/2011,17:00,2/21/2011,19:20:00,7399,Miscellaneous Offenses,Inactive,NULL,ONCAM,OFFCAM,Ford Building - 311 Ferst Drive,Ford Building,311,NULL,Ferst Drive,NULL,NULL,1
11020369,2/21/2011,19:36,2/21/2011,19:57:00,7399,Miscellaneous Offenses,Further Investigation,NULL,ONCAM,Z4,"Campus Recreation Center - 750 Ferst Drive, NW",Campus Recreation Center,750,NULL,"Ferst Drive, NW",NULL,NULL,1
11020370,2/21/2011,22:08,2/21/2011,22:08:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Beringause Building - 879 Hemphill Avenue, NW",Beringause Building,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
11020371,2/22/2011,0:11,2/22/2011,0:53:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Hefner Residence Hall - 510 Eighth Street, NW",Hefner Residence Hall,510,NULL,"Eighth Street, NW",NULL,NULL,1
11020372,2/22/2011,5:39,2/22/2011,6:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z1,"Graduate Living Center - 301 Tenth Street, NW, 617c",Graduate Living Center,301,NULL,"Tenth Street, NW",NULL,NULL,1
11020373,2/21/2011,11:15,2/21/2011,11:30:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z1,"North Campus Parking Deck - 352 Peachtree Place, NW, parking office",North Campus Parking Deck,352,NULL,"Peachtree Place, NW",NULL,NULL,1
11020374,2/22/2011,11:18,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,PUB,Z1,"North Avenue, NW @ Fowler Street, NW","North Avenue, NW @ Fowler Street, NW",NULL,NULL,NULL,NULL,NULL,1
11020376,2/7/2011,10:00,2/22/2011,16:30:00,2902,Damage to Property – Private,Closed/Cleared,Prosecution Declined,ONCAM,Z3,fire lane behind Pi Kappa Alpha,NULL,NULL,NULL,NULL,NULL,NULL,1
11020377,2/22/2011,15:45,2/22/2011,16:30:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center - 750 Ferst Drive, NW",Campus Recreation Center,750,NULL,"Ferst Drive, NW",NULL,NULL,1
11020378,2/22/2011,19:46,2/22/2011,20:15:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Beringause Building - 879 Hemphill Avenue, NW",Beringause Building,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
11020379,2/22/2011,19:25,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z4,"North Avenue, NW @ Northside Drive, NW","North Avenue, NW @ Northside Drive, NW",NULL,NULL,NULL,NULL,NULL,1
11020380,2/22/2011,21:30,2/22/2011,22:10:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Fourth Street Apartments (Stein House) - 733 Techwood Drive NW, south",Fourth Street Apartments (Stein House),733,NULL,Techwood Drive NW,NULL,NULL,1
11020381,2/22/2011,21:00,2/22/2011,21:30:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2," Bobby Dodd Way, NW at Techwood Drive, NW"," Bobby Dodd Way, NW at Techwood Drive, NW",NULL,NULL,NULL,NULL,NULL,1
11020382,2/23/2011,0:04,2/23/2011,0:50:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Cherry Street, NW @ North Avenue, NW","Cherry Street, NW @ North Avenue, NW",NULL,NULL,NULL,NULL,NULL,1
11020383,2/23/2011,6:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Campus Recreation Center - 750 Ferst Drive, NW",Campus Recreation Center,750,NULL,"Ferst Drive, NW",NULL,NULL,1
11020384,2/22/2011,17:45,2/23/2011,6:45:00,5707,Criminal Trespass,Inactive,NULL,ONCAM,Z2,"Academy of Medicine - 875 West Peachtree Street, NW, Construction Trailer",Academy of Medicine,875,NULL,"West Peachtree Street, NW",NULL,NULL,1
11020385,2/23/2011,16:07,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Tenth Street, NW @ Center Street, NW","Tenth Street, NW @ Center Street, NW",NULL,NULL,NULL,NULL,NULL,1
11020386,2/23/2011,15:00,2/23/2011,16:30:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z3,"Howey Physics Building - 800 Atlantic Drive, NW",Howey Physics Building,800,NULL,"Atlantic Drive, NW",NULL,NULL,1
11020387,2/23/2011,16:35,2/23/2011,18:00:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Tenth Street, NW @ State Street, NW","Tenth Street, NW @ State Street, NW",NULL,NULL,NULL,NULL,NULL,1
11020388,2/23/2011,9:00,2/23/2011,14:00:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAM,Z3,"Grossclose Building - 765 Ferst Drive, NW",Grossclose Building,765,NULL,"Ferst Drive, NW",NULL,NULL,1
11020390,2/24/2011,5:45,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Extradition Declined,ONCAMRES,Z2,"North Avenue Apartments - 120 North Aveune, North building 713 B",North Avenue Apartments,120,NULL,North Aveune,NULL,NULL,1
11020391,2/24/2011,7:30,2/24/2011,10:45:00,5707,Criminal Trespass,Inactive,NULL,ONCAMRES,Z4,"Sixth Street Apartments East - 501 Sixth Street, NW, 4th Floor, Room 403",Sixth Street Apartments East,501,NULL,"Sixth Street, NW",NULL,NULL,1
11020393,2/24/2011,12:50,2/24/2011,13:02:00,7399,Miscellaneous Offenses,Further Investigation,NULL,PUB,Z2,"Ribs and Blues - 86 Fifth Street, NW",Ribs and Blues,86,NULL,"Fifth Street, NW",NULL,NULL,1
11020394,2/24/2011,13:29,2/24/2011,14:02:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,NULL,"Techwood Drive, NW @ Fifth Street, NW","Techwood Drive, NW @ Fifth Street, NW",NULL,NULL,NULL,NULL,NULL,1
11020395,2/25/2011,1:50,2/25/2011,1:53:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Montgomery-Knight Building - 270 Ferst Drive, NW",Montgomery-Knight Building,270,NULL,"Ferst Drive, NW",NULL,NULL,1
11020396,2/25/2011,2:00,NULL,NULL,4104,Liquor – Possession Of,Closed/Leads Exhausted,Prosecution Declined,ONCAMRES,Z2,"North Avenue Apartments - 120 North Avenue, South room 710",North Avenue Apartments,120,NULL,North Avenue,NULL,NULL,1
11020397,2/25/2011,3:25,2/25/2011,3:25:00,5707,Criminal Trespass,Inactive,NULL,NONCAM,Z2,"Sigma Phi Epsilon Fraternity - 190 Fifth Street, NW",Sigma Phi Epsilon Fraternity,190,NULL,"Fifth Street, NW",NULL,NULL,1
11020398,2/21/2011,12:00,2/21/2011,12:05:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Smith Residence Hall - 630 Williams Street, NW",Smith Residence Hall,630,NULL,"Williams Street, NW",NULL,NULL,1
11020399,2/25/2011,13:13,2/25/2011,16:41:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Petit Microelectronics Research Ctr. (MIRC) - 791 Atlantic Drive, NW, clean room lower level",Petit Microelectronics Research Ctr. (MIRC),791,NULL,"Atlantic Drive, NW",NULL,NULL,1
11020400,2/24/2011,22:35,2/24/2011,22:47:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,Maulding Residence Hall - 501 Sixth Street NW,Maulding Residence Hall,501,NULL,Sixth Street NW,NULL,NULL,1
11020401,2/25/2011,17:58,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Chandler Stadium - 255 Ferst Drive, NW",Chandler Stadium,255,NULL,"Ferst Drive, NW",NULL,NULL,1
11020402,2/25/2011,22:38,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Woodruff Residence Hall - 870 Curran Street, NW, Dining Hall",Woodruff Residence Hall,870,NULL,"Curran Street, NW",NULL,NULL,2
11020403,2/26/2011,3:30,2/26/2011,4:30:00,3562,Marijuana – Possession of,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Spring Street, NW & Fifth Street, NW","Spring Street, NW & Fifth Street, NW",NULL,NULL,NULL,NULL,NULL,1
11020404,2/25/2011,17:00,2/25/2011,17:15:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"North Campus Parking Deck - 352 Peachtree Place, NW",North Campus Parking Deck,352,NULL,"Peachtree Place, NW",NULL,NULL,1
11020405,2/26/2011,13:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Boggs Building - 760 State Street, NW, upper parking lot",Boggs Building,760,NULL,"State Street, NW",NULL,NULL,1
11020406,2/26/2011,15:15,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Chandler Stadium - 255 Ferst Drive, NW",Chandler Stadium,255,NULL,"Ferst Drive, NW",NULL,NULL,1
11020408,2/26/2011,15:28,2/26/2011,15:45:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,PUB,Z1,"Tenth Street, NW @ Hemphill Avenue, NW","Tenth Street, NW @ Hemphill Avenue, NW",NULL,NULL,NULL,NULL,NULL,1
11020409,2/26/2011,0:30,2/26/2011,10:00:00,5707,Criminal Trespass,Inactive,NULL,ONCAM,Z2,"Brittain Dining Hall - 649 Techwood Drive, NW, Recreation side",Brittain Dining Hall,649,NULL,"Techwood Drive, NW",NULL,NULL,1
11020410,2/26/2011,19:45,2/26/2011,20:31:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Campus Recreation Center - 750 Ferst Drive, NW, Stamps Field",Campus Recreation Center,750,NULL,"Ferst Drive, NW",NULL,NULL,1
11020411,2/26/2011,21:04,2/26/2011,21:04:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,"Tenth Street, NW and Mcmillian Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
11020412,2/26/2011,21:48,2/26/2011,22:24:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"North Avenue Apartments South - 120 North Avenue, NW, Eighth Floor Room 0821C",North Avenue Apartments South,120,NULL,"North Avenue, NW",NULL,NULL,1
11020413,2/26/2011,23:10,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"North Avenue Apartments - 120 North Avenue, NW,  turn around",North Avenue Apartments,120,NULL,"North Avenue, NW",NULL,NULL,1
11020414,2/27/2011,0:30,2/27/2011,1:10:00,2308,Larceny – From Building,Closed/Cleared,Prosecution Declined,NONCAM,Z2,"Chi Psi Fraternity - 150 Fourth Street, NW",Chi Psi Fraternity,150,NULL,"Fourth Street, NW",NULL,NULL,1
11020415,2/27/2011,1:58,2/27/2011,1:58:00,7399,Miscellaneous Offenses,Further Investigation,Cleared by Arrest,PUB,OFFCAM,Northside Drive @ Marietta Street,Northside Drive @ Marietta Street,NULL,NULL,NULL,NULL,NULL,1
11020417,2/27/2011,3:35,NULL,NULL,1315,Aggravated Assault/Battery – Other Weapon,Inactive,NULL,PUB,Z2,"Fifth Street Bridge - Fifth Street, NW @ Williams Street, NW",Fifth Street Bridge,NULL,NULL,NULL,NULL,NULL,1
11020418,2/26/2011,22:00,2/27/2011,8:30:00,2304,Larceny – Parts from Vehicle,Inactive,NULL,PUB,Z2,"600 Block Techwood Drive, NW","600 Block Techwood Drive, NW",NULL,NULL,NULL,NULL,NULL,1
11020419,2/24/2011,20:00,2/27/2011,12:45:00,2317,Larceny – Bicycle,Closed/Cleared,Unfounded,ONCAMRES,Z2,"Smith Residence Hall - 630 Williams Street, NW",Smith Residence Hall,630,NULL,"Williams Street, NW",NULL,NULL,1
11020420,2/27/2011,13:20,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Chandler Stadium - 255 Ferst Drive, NW",Chandler Stadium,255,NULL,"Ferst Drive, NW",NULL,NULL,1
11020421,2/27/2011,13:44,NULL,NULL,7399,Miscellaneous Offenses,Further Investigation,NULL,PUB,OFFCAM,I-75 South naer 5th Street bridge,NULL,NULL,NULL,NULL,NULL,NULL,1
11020422,2/27/2011,15:32,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"North Avenue Apartments - 120 North Avenue, NW, NAA South room 821",North Avenue Apartments,120,NULL,"North Avenue, NW",NULL,NULL,1
11020423,2/27/2011,15:45,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,NONCAM,Z2,"Beta Theta Pi Fraternity - 764 Fowler Street,NW",Beta Theta Pi Fraternity,764,NULL,"Fowler Street,NW",NULL,NULL,1
11020424,2/27/2011,18:40,2/27/2011,18:55:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center - 750 Ferst Drive, NW, Men's Locker Room basement level",Campus Recreation Center,750,NULL,"Ferst Drive, NW",NULL,NULL,1
11020425,2/27/2011,20:00,2/27/2011,20:20:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,Howell Residence Hall - 640 Williams Street NW,Howell Residence Hall,640,NULL,Williams Street NW,NULL,NULL,1
