OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,Location,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
12020251,2/6/2012,16:45,2/6/2012,16:48:00,9999,Non-Crime (not reported to state),Closed/Cleared,NULL,ONCAM,Z1,"Graduate Living Center   52  Z1 - 301 Tenth Street, NW",Graduate Living Center   52  Z1,301,NULL,"Tenth Street, NW",NULL,NULL,1
12020252,2/6/2012,13:11,2/6/2012,16:30:00,2305,Larceny – Articles from Vehicle,Inactive,NULL,ONCAM,Z1,"North Campus Parking Deck   148   Z1 - 352 Peachtree Place NW, Level 3",North Campus Parking Deck   148   Z1,352,NULL,Peachtree Place NW,NULL,NULL,1
12020253,2/6/2012,8:30,2/6/2012,10:15:00,2399,Larceny Offense Free Text,Inactive,NULL,ONCAM,Z1,"Beringause Building   46   Z1 - 879 Hemphill Avenue, NW",Beringause Building   46   Z1,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
12020254,1/23/2012,NULL,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,NULL,"Graduate Living Center - 301 Tenth Street, NW",Graduate Living Center,301,NULL,"Tenth Street, NW",NULL,NULL,1
12020255,2/6/2012,23:29,2/6/2012,23:29:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Beringause Building   46   Z1 - 879 Hemphill Avenue, NW",Beringause Building   46   Z1,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
12020256,2/6/2012,22:30,2/7/2012,3:30:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Perry-Matheson Residence Hall   92   Z2 - 715 Techwood Drive NW, Room 407",Perry-Matheson Residence Hall   92   Z2,715,NULL,Techwood Drive NW,NULL,NULL,1
12020257,2/4/2012,0:00,2/6/2012,12:00:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,NONCAM,NULL,"Plastic Jungle Coporate mailing address - 204 East 2nd Avenue, 632",Plastic Jungle Coporate mailing address,204,NULL,East 2nd Avenue,NULL,NULL,1
12020258,2/7/2012,13:50,NULL,NULL,2902,Damage to Property – Private,Closed/Cleared,NULL,ONCAM,Z1,"915 Atlantic Drive, NW, Motorpool Parking Lot",NULL,915,NULL,"Atlantic Drive, NW",NULL,NULL,1
12020259,2/7/2012,10:00,2/7/2012,14:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,NONCAM,OFFCAM,4305 Paxton Lane,NULL,4305,NULL,Paxton Lane,NULL,NULL,1
12020260,2/7/2012,16:35,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Student Involvement Center - 350 Ferst Drive NW, Rec Radio",Student Involvement Center,350,NULL,Ferst Drive NW,NULL,NULL,1
12020261,1/15/2012,16:37,2/7/2012,NULL,7399,Miscellaneous Offenses,Inactive,NULL,ONCAM,Z3,Student Services Building   123   Z3 - 353 Ferst Drive NW,Student Services Building   123   Z3,353,NULL,Ferst Drive NW,NULL,NULL,1
12020262,2/7/2012,23:00,2/7/2012,23:13:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Undergraduate Living Center  64   Z4 - 580 Turner Place, NW, Room 133",Undergraduate Living Center  64   Z4,580,NULL,"Turner Place, NW",NULL,NULL,1
12020263,2/7/2012,22:09,2/7/2012,23:54:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z4,"McMillan Street, NW @ Eighth Street, NW","McMillan Street, NW @ Eighth Street, NW",NULL,NULL,NULL,NULL,NULL,1
12020264,2/8/2012,0:21,2/8/2012,0:21:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,NULL,"Beringause Building   46   Z1 - 879 Hemphill Avenue, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
12020266,2/8/2012,3:33,2/8/2012,3:49:00,2903,Damage to Property – Public,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"Library-East Tower (Crosland)   100  Z2 - 241 Bobby Dodd Way, NW",Library-East Tower (Crosland)   100  Z2,241,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
12020267,2/8/2012,7:20,2/8/2012,7:47:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"West Peachtree Street, NW @ Fifth Street, NW","West Peachtree Street, NW @ Fifth Street, NW",NULL,NULL,NULL,NULL,NULL,1
12020268,2/8/2012,9:49,NULL,NULL,2699,Fraudulent Activity Offense Free ,Inactive,NULL,NONCAM,Z1,251 Tenth Street NW,Familly Apartments   180   Z1,251,NULL,Tenth Street NW,NULL,NULL,1
12020269,2/7/2012,10:00,2/7/2012,18:00:00,7399,Miscellaneous Offenses,Inactive,NULL,ONCAM,Z3,"Weber Space Science and Technology Parking Lot - 300 BK Ferst Drive, W-03 Lot",Weber Space Science and Technology Parking Lot,300,BK,Ferst Drive,NULL,NULL,1
12020270,2/6/2012,14:45,2/6/2012,22:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"College of Management 172 Z2 - 800 West Peachtree Street, NW, 1st Floor, Room 102",College of Management 172 Z2,800,NULL,"West Peachtree Street, NW",NULL,NULL,1
12020271,2/8/2012,10:00,2/8/2012,11:30:00,2605,Fraud – Illegal Use of Credit/Financial Transaction Cards,Inactive,NULL,NONCAM,Z2,"Alpha Delta Pi Sorority   334   Z2 - 729 Brittain Drive NW, Pay Lot",Alpha Delta Pi Sorority   334   Z2,729,NULL,Brittain Drive NW,NULL,NULL,1
12020272,2/9/2012,1:49,2/9/2012,1:49:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,"Spring Street, NW, 5th Street, NW",NULL,NULL,NULL,"Spring Street, NW",NULL,NULL,1
12020272,2/9/2012,1:49,2/9/2012,1:49:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,"Spring Street, NW, 5th Street, NW",NULL,NULL,NULL,"Spring Street, NW",NULL,NULL,1
12020272,2/9/2012,1:49,2/9/2012,1:49:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,"Spring Street, NW, 5th Street, NW",NULL,NULL,NULL,"Spring Street, NW",NULL,NULL,1
12020274,2/6/2012,10:09,2/6/2012,22:00:00,2305,Larceny – Articles from Vehicle,Inactive,NULL,ONCAM,Z1,"North parking deck - 352 Peachtree Place, / 3rd level",North parking deck,352,NULL,Peachtree Place,NULL,NULL,1
12020275,2/8/2012,17:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,740 Ferst Drive NW,Student Health Center   82   Z4,740,NULL,Ferst Drive NW,NULL,NULL,1
12020276,2/9/2012,10:30,2/9/2012,10:45:00,2308,Larceny – From Building,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Price Gilbert Library   77   Z2 - 704 Cherry Street NW,Price Gilbert Library   77   Z2,704,NULL,Cherry Street NW,NULL,NULL,1
12020277,2/8/2012,17:22,2/9/2012,16:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,NULL,Z4,Campus Recreation Center   122   Z4 - 750 Ferst Drive NW,Campus Recreation Center   122   Z4,750,NULL,Ferst Drive NW,NULL,NULL,1
12020279,2/1/2012,8:00,NULL,NULL,2308,Larceny – From Building,Inactive,NULL,ONCAMRES,Z2,"North Avenue Apartments West Building - 120 North Avenue, NW",North Avenue Apartments West Building,120,NULL,"North Avenue, NW",NULL,NULL,1
12020280,2/10/2012,9:45,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,Brittain Dining Hall - 649 Techwood Drive NW,Brittain Dining Hall,649,NULL,Techwood Drive NW,NULL,NULL,1
12020281,2/10/2012,11:15,NULL,NULL,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"College of Management - 800 West Peachtree Street NW, courtyard",College of Management,800,NULL,West Peachtree Street NW,NULL,NULL,1
12020282,2/10/2012,12:45,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Bunger-Henry Building   86  Z3 - 778 Atlantic Drive, NW",Bunger-Henry Building   86  Z3,778,NULL,"Atlantic Drive, NW",NULL,NULL,1
12020283,2/10/2012,12:00,2/10/2012,14:00:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAM,Z3,Instructional Center   55   Z3 - 759 Ferst Drive NW,Instructional Center   55   Z3,759,NULL,Ferst Drive NW,NULL,NULL,1
12020284,2/10/2012,7:53,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"College of Computing   50   Z3 - 801 Atlantic Drive, NW",College of Computing   50   Z3,801,NULL,"Atlantic Drive, NW",NULL,NULL,1
12020285,2/10/2012,16:09,2/10/2012,17:23:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,750 Ferst Drive NW,Campus Recreation Center   122   Z4,750,NULL,Ferst Drive NW,NULL,NULL,1
12020286,2/10/2012,18:15,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Beringause Building   46   Z1 - 879 Hemphill Avenue, NW",Beringause Building   46   Z1,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
12020287,2/10/2012,21:45,2/10/2012,21:55:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Stamps Student Center Common 114  Z3 - 350 Ferst Drive, NW, East sidewalk area",Stamps Student Center Common 114  Z3,350,NULL,"Ferst Drive, NW",NULL,NULL,1
12020288,2/11/2012,23:40,2/11/2012,23:50:00,7399,Miscellaneous Offenses,Closed/Cleared,Unfounded,ONCAMRES,Z2,"Smith Residence Hall   6   Z2 - 630 Williams Street NW, First Floor",Smith Residence Hall   6   Z2,630,NULL,Williams Street NW,NULL,NULL,1
12020289,2/11/2012,6:35,NULL,NULL,7399,Miscellaneous Offenses,Inactive,NULL,NONCAM,Z1,"Kappa Sigma Fraternity   311   Z1 - 182 Sixth Street, NW",Kappa Sigma Fraternity   311   Z1,182,NULL,"Sixth Street, NW",NULL,NULL,1
12020290,2/11/2012,8:00,2/11/2012,11:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,Campus Recreation Center   122   Z4 - 750 Ferst Drive NW,Campus Recreation Center   122   Z4,750,NULL,Ferst Drive NW,NULL,NULL,1
12020291,2/11/2012,8:00,2/11/2012,15:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z4,Tech Parkway @ Regents Drive,Tech Parkway @ Regents Drive,NULL,NULL,NULL,NULL,NULL,1
12020292,2/11/2012,13:36,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Unfounded,ONCAMRES,Z2,"North Avenue Apartments - 120 North Avenue, NW",North Avenue Apartments,120,NULL,"North Avenue, NW",NULL,NULL,1
12020293,2/11/2012,18:01,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,NONCAM,Z2,Dancord Building - 756 West Peachtree St,Dancord Building,756,NULL,West Peachtree St,NULL,NULL,1
12020294,2/11/2012,20:30,2/11/2012,22:00:00,2308,Larceny – From Building,Closed/Cleared,Prosecution Declined,ONCAM,Z4,"Campus Recreation Center   122   Z4 - 750 Ferst Drive, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
12020295,2/12/2012,4:35,2/12/2012,7:31:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Pettit Microelectronics Research Ctr. (MIRC) 95  Z3 - 791 Atlantic Drive NW, Ground floor Clean Room",Pettit Microelectronics Research Ctr. (MIRC) 95  Z3,791,NULL,Atlantic Drive NW,NULL,NULL,1
12020296,2/12/2012,12:59,2/12/2012,13:44:00,2999,Damage to Property Offense Free Text,Closed/Cleared,NULL,ONCAM,Z3,"Manufacturing Research Center (MARC)   126  Z3 - 813 Ferst Drive, NW, Room 460",Manufacturing Research Center (MARC)   126  Z3,813,NULL,"Ferst Drive, NW",NULL,NULL,1
12020297,2/13/2012,1:00,2/13/2012,1:10:00,2308,Larceny – From Building,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"Library - 704 Cherry Street, NW, Fifth floor south side",Library,704,NULL,"Cherry Street, NW",NULL,NULL,2
12020298,2/12/2012,1:45,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Academy of Medicine - 875 West Peachtree Street, NW, Dining Hall on both levels",Academy of Medicine,875,NULL,"West Peachtree Street, NW",NULL,NULL,1
12020299,2/13/2012,9:16,2/13/2012,10:07:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"654 Cherry Street, NW",NULL,654,NULL,"Cherry Street, NW",NULL,NULL,2
12020300,2/13/2012,14:00,2/13/2012,14:00:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"College of Management - 800 West Peachtree Street, NW",College of Management,800,NULL,"West Peachtree Street, NW",NULL,NULL,1
12020301,2/13/2012,10:30,2/13/2012,12:30:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z3,"Student Center - 351 Ferst Drive, NW",Student Center,351,NULL,"Ferst Drive, NW",NULL,NULL,2
12020302,2/13/2012,15:50,NULL,NULL,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z3,"Student Center - 351 Ferst Drive, NW, First floor food court",Student Center,351,NULL,"Ferst Drive, NW",NULL,NULL,2
12020303,2/13/2012,22:03,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,North Avenue @ Northside Drive,NULL,NULL,NULL,North Avenue @ Northside Drive,NULL,NULL,1
12020304,2/13/2012,13:55,2/13/2012,14:30:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Klaus Advanced Computing Building   153   Z3 - 266 Ferst Drive NW, Room 2447",Klaus Advanced Computing Building   153   Z3,266,NULL,Ferst Drive NW,NULL,NULL,1
12020305,2/14/2012,10:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,NULL,"828 West Peachtree Street, NW,  Parking",NULL,828,NULL,"West Peachtree Street, NW",NULL,NULL,1
12020306,2/14/2012,11:04,2/14/2012,13:00:00,2206,Possession of Burglary Tools,Closed/Cleared,Cleared by Arrest,ONCAM,Z3,Student Center   104   Z3 - 351 Ferst Drive NW,Student Center   104   Z3,351,NULL,Ferst Drive NW,NULL,NULL,1
12020307,2/14/2012,20:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Fourteenth Street, NW and Techwood Drive, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
12020308,2/15/2012,1:16,2/15/2012,1:30:00,4104,Liquor – Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"Hanson Residence Hall - 109 Bobby Dodd Way NW, Room 206",Hanson Residence Hall,109,NULL,Bobby Dodd Way NW,NULL,NULL,1
12020309,2/15/2012,1:50,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,NONCLERY,Z1,"159 Ferst Drive, NW",NULL,159,NULL,"Ferst Drive, NW",NULL,NULL,1
12020310,2/15/2012,9:23,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Tenth Street, NW and  Spring Street, NW",NULL,NULL,NULL,"Tenth Street, NW and  Spring Street, NW",NULL,NULL,1
12020311,2/14/2012,17:00,2/15/2012,11:02:00,5707,Criminal Trespass,Closed/Cleared,Prosecution Declined,ONCAM,Z3,"Howey Physics Building   81   Z3 - 800 Atlantic Drive,  NW",Howey Physics Building   81   Z3,800,NULL,"Atlantic Drive,  NW",NULL,NULL,1
12020312,2/13/2012,17:00,2/13/2012,18:00:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center - 750 Ferst Drive NW, Ladies Locker Room",Campus Recreation Center,750,NULL,Ferst Drive NW,NULL,NULL,1
12020313,2/15/2012,12:41,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,NONCAM,Z2,"Dancord Building - 756 West Peachtree Street, NW",Dancord Building,756,NULL,"West Peachtree Street, NW",NULL,NULL,1
12020314,2/15/2012,14:17,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Techwood Drive, NW","North Avenue, NW @ Techwood Drive, NW",NULL,NULL,NULL,NULL,NULL,1
12020315,2/15/2012,15:40,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"O'Keefe Building   33   Z1 - 151 Sixth Street, NW",O'Keefe Building   33   Z1,151,NULL,"Sixth Street, NW",NULL,NULL,1
12020316,2/15/2012,13:30,2/15/2012,16:30:00,2599,Counterfeiting Free Text,Inactive,NULL,ONCAM,NULL,"26 5TH Street, NW, Ray's Pizza",NULL,26,NULL,"5TH Street, NW",NULL,NULL,1
12020317,2/15/2012,17:55,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Student Center   104   Z3 - 351 Ferst Drive, NW",Student Center   104   Z3,351,NULL,"Ferst Drive, NW",NULL,NULL,1
12020318,2/15/2012,19:00,2/15/2012,19:10:00,2902,Damage to Property – Private,Closed/Cleared,NULL,ONCAM,Z1,Dalney Street @ GTPD Parking Lot Entrance - Dalney Street,Dalney Street @ GTPD Parking Lot Entrance,NULL,NULL,Dalney Street,NULL,NULL,1
12020319,2/15/2012,14:30,2/15/2012,15:10:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z2,"College of Management - 800 West Peachtree Street, NW, 2nd Floor",College of Management,800,NULL,"West Peachtree Street, NW",NULL,NULL,1
12020320,2/15/2012,21:50,2/15/2012,22:30:00,3562,Marijuana – Possession of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Perry-Matheson Residence Hall   92   Z2 - 715 Techwood Drive NW,Perry-Matheson Residence Hall   92   Z2,715,NULL,Techwood Drive NW,NULL,NULL,1
12020321,2/16/2012,22:46,2/16/2012,23:44:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,NONCAM,Z1,11th Street @ Northside Drive - 0,11th Street @ Northside Drive,0,NULL,NULL,NULL,NULL,1
12020322,2/16/2012,0:30,2/16/2012,4:46:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Campus Recreation Center   122   Z4 - 750 Ferst Drive, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
12020324,2/16/2012,6:53,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Perry-Matheson Residence Hall   92   Z2 - 715 Techwood Drive NW, Perry Room 412",Perry-Matheson Residence Hall   92   Z2,715,NULL,Techwood Drive NW,NULL,NULL,1
12020325,2/10/2012,7:00,2/10/2012,8:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,NONCAM,NULL,MLK Federal Building - 77 Forsth Street,MLK Federal Building,77,NULL,Forsth Street,NULL,NULL,1
12020326,2/16/2012,11:15,2/16/2012,11:50:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Global Learning Center   170   Z2 - 84 Fifth Street NW, Room 233",Global Learning Center   170   Z2,84,NULL,Fifth Street NW,NULL,NULL,1
12020327,2/16/2012,11:33,2/16/2012,11:46:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Beringause Building   46   Z1 - 879 Hemphill Avenue NW, on Hemphill Avenue near GT Police Department",Beringause Building   46   Z1,879,NULL,Hemphill Avenue NW,NULL,NULL,1
12020328,2/16/2012,9:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Georgia Tech Hotel & Conference Center Parking Deck - 770 Spring Street NW, Third level",Georgia Tech Hotel & Conference Center Parking Deck,770,NULL,Spring Street NW,NULL,NULL,1
12020330,2/16/2012,15:00,2/16/2012,16:00:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,Campus Recreation Center   122   Z4 - 750 Ferst Drive NW,Campus Recreation Center   122   Z4,750,NULL,Ferst Drive NW,NULL,NULL,1
12020331,2/16/2012,16:51,2/16/2012,17:25:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z2,Burge Parking Deck - 200 North Avenue NW,Burge Parking Deck,200,NULL,North Avenue NW,NULL,NULL,1
12020332,2/16/2012,17:00,2/16/2012,18:00:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,Campus Recreation Center   122   Z4 - 750 Ferst Drive NW,Campus Recreation Center   122   Z4,750,NULL,Ferst Drive NW,NULL,NULL,1
12020334,2/16/2012,21:10,2/16/2012,21:42:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,O'Keefe Building   33   Z1 - 151 Sixth Street NW,O'Keefe Building   33   Z1,151,NULL,Sixth Street NW,NULL,NULL,1
12020335,2/16/2012,23:50,2/17/2012,0:15:00,3562,Marijuana – Possession of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"Glenn Residence Hall   16   Z2 - 118 Bobby Dodd Way, NW, Room 327",Glenn Residence Hall   16   Z2,118,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
12020336,2/16/2012,21:47,2/17/2012,0:30:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,Ford Motor Company Env. Science & Tech. 147  Z1 - 311 Ferst Drive NW,Ford Motor Company Env. Science & Tech. 147  Z1,311,NULL,Ferst Drive NW,NULL,NULL,1
12020337,2/17/2012,2:30,2/17/2012,3:03:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"Library-East Tower (Crosland)   100  Z2 - 241 Bobby Dodd Way, NW, 3rd Floor",Library-East Tower (Crosland)   100  Z2,241,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
12020338,2/17/2012,3:25,2/17/2012,3:55:00,4104,Liquor – Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z3,"Student Center   104   Z3 - 351 Ferst Drive, NW",Student Center   104   Z3,351,NULL,"Ferst Drive, NW",NULL,NULL,1
12020339,2/17/2012,5:30,2/17/2012,5:42:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Ferst Drive, NW @ State Street, NW","Ferst Drive, NW @ State Street, NW",NULL,NULL,NULL,NULL,NULL,1
12020340,2/17/2012,9:50,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,Beringause Building   46   Z1 - 879 Hemphill Avenue NW,Beringause Building   46   Z1,879,NULL,Hemphill Avenue NW,NULL,NULL,1
12020341,2/15/2012,14:00,2/16/2012,11:00:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAM,Z2,"Weber Building - 281 Ferst Drive, NW",Weber Building,281,NULL,"Ferst Drive, NW",NULL,NULL,1
12020342,2/17/2012,12:15,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"828 West Peachtree Street, NW, Parking",NULL,828,NULL,"West Peachtree Street, NW",NULL,NULL,1
12020343,2/17/2012,15:45,2/17/2012,17:30:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center   122   Z4 - 750 Ferst Drive NW, Women Locker Room",Campus Recreation Center   122   Z4,750,NULL,Ferst Drive NW,NULL,NULL,1
12020344,2/17/2012,23:25,2/17/2012,23:52:00,4104,Liquor – Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"North Avenue Apartments East - 120 North Avenue NW, Room 113",North Avenue Apartments East,120,NULL,North Avenue NW,NULL,NULL,1
12020345,2/17/2012,19:59,2/17/2012,20:10:00,7399,Miscellaneous Offenses,Closed/Cleared,Unfounded,ONCAMRES,Z2,Glenn Residence Hall   16   Z2 - 118 Bobby Dodd Way NW,Glenn Residence Hall   16   Z2,118,NULL,Bobby Dodd Way NW,NULL,NULL,1
12020346,2/17/2012,23:15,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Techwood Dr NW @ 4th St,NULL,NULL,NULL,Techwood Dr NW @ 4th St,NULL,NULL,1
12020347,2/18/2012,2:52,2/18/2012,2:57:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,NONCAM,OFFCAM,Concentra - 688 Spring Street NW,Concentra,688,NULL,Spring Street NW,NULL,NULL,1
12020348,2/18/2012,3:20,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,5th St NW @ Techwood Dr,NULL,NULL,NULL,5th St NW @ Techwood Dr,NULL,NULL,1
12020349,2/17/2012,22:00,2/18/2012,13:00:00,2308,Larceny – From Building,Inactive,NULL,NONCAM,Z2,"Kappa Alpha Fraternity   310   Z2 - 801 Techwood Drive, NW",Kappa Alpha Fraternity   310   Z2,801,NULL,"Techwood Drive, NW",NULL,NULL,1
12020350,2/18/2012,5:00,NULL,NULL,5707,Criminal Trespass,Inactive,NULL,NONCAM,Z1,"Tau Kappa Epsilon Fraternity   327  Z1 - 159 Fifth Street, NW",Tau Kappa Epsilon Fraternity   327  Z1,159,NULL,"Fifth Street, NW",NULL,NULL,1
12020351,2/18/2012,14:30,2/18/2012,14:30:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"North Avenue Apartments - 120 North Avenue, NW, Recreation Center",North Avenue Apartments,120,NULL,"North Avenue, NW",NULL,NULL,1
12020352,2/18/2012,18:35,NULL,NULL,4802,Obstructing Officer/Criminal Investigation,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Barnes and Nobles - 48 Fifth Street, NW",Barnes and Nobles,48,NULL,"Fifth Street, NW",NULL,NULL,1
12020353,2/18/2012,23:02,2/19/2012,0:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,McMillan Street @ Eighth Street,NULL,NULL,NULL,NULL,NULL,NULL,1
12020354,2/19/2012,0:24,2/19/2012,1:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Mewborn Field - 935 Fowler ST, NW",Mewborn Field,935,NULL,"Fowler ST, NW",NULL,NULL,1
12020355,2/19/2012,10:08,2/19/2012,10:21:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,Mewborn Field - 935 Fowler Street NW,Mewborn Field,935,NULL,Fowler Street NW,NULL,NULL,1
12020356,12/19/2012,12:49,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Maulding Residence Hall (Sixth St. Apts.)  65  Z4 - 501 Sixth Street NW, room 320",Maulding Residence Hall (Sixth St. Apts.)  65  Z4,501,NULL,Sixth Street NW,NULL,NULL,1
12020357,2/17/2012,11:00,2/17/2012,17:00:00,2305,Larceny – Articles from Vehicle,Inactive,NULL,ONCAM,Z1,GCATT   141   Z1 - 250 Fourteenth Street NW,GCATT   141   Z1,250,NULL,Fourteenth Street NW,NULL,NULL,1
12020358,12/19/2012,18:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Folk Residence Hall   110   Z4 - 531 Turner Place NW, 4th flr. 405",Folk Residence Hall   110   Z4,531,NULL,Turner Place NW,NULL,NULL,1
